[8, 11, 5, 6]
[10, 11, 6, 7]
[8, 10, 11, 2]
[8, 10, 11, 6]
[8, 9, 10, 11]
[8, 11, 12, 5]
[10, 11, 12, 7]
[8, 10, 11, 12]
[10, 11, 13, 6]
[10, 11, 12, 13]
[1, 11, 14, 7]
[8, 0, 11, 14]
[8, 1, 11, 14]
[8, 11, 5, 14]
[3, 10, 11, 14]
[10, 11, 14, 7]
[8, 10, 11, 14]
[10, 11, 13, 14]
[8, 5, 6, 15]
[10, 7, 6, 15]
[8, 10, 2, 15]
[8, 10, 6, 15]
[8, 9, 10, 15]
[4, 7, 12, 15]
[8, 4, 12, 15]
[8, 12, 5, 15]
[10, 7, 12, 15]
[8, 10, 12, 15]
[10, 13, 6, 15]
[4, 12, 13, 15]
[10, 12, 13, 15]
[3, 4, 14, 15]
[1, 7, 14, 15]
[7, 4, 14, 15]
[8, 0, 14, 15]
[8, 1, 14, 15]
[8, 4, 14, 15]
[8, 5, 14, 15]
[10, 3, 14, 15]
[10, 7, 14, 15]
[8, 10, 14, 15]
[4, 13, 14, 15]
[10, 13, 14, 15]
