[1, 2, 3, 5]
[1, 2, 5, 7]
[2, 4, 5, 7]
[8, 2, 3, 5, 6]
[8, 2, 5, 6, 7]
[9, 2, 3, 5]
[9, 2, 5, 7]
[1, 10, 3, 5]
[1, 10, 5, 7]
[10, 4, 5, 7]
[8, 10, 3, 5, 6]
[8, 10, 5, 6, 7]
[9, 10, 3, 5]
[9, 10, 5, 7]
[3, 1, 2, 11]
[3, 0, 2, 11, 6]
[1, 2, 11, 7]
[2, 11, 4, 7]
[0, 2, 11, 6, 7]
[8, 3, 2, 11, 6]
[8, 2, 11, 6, 7]
[3, 9, 2, 11, 0]
[0, 9, 2, 11, 7]
[3, 1, 10, 11]
[3, 0, 10, 11, 6]
[1, 10, 11, 7]
[10, 11, 4, 7]
[0, 10, 11, 6, 7]
[8, 3, 10, 11, 6]
[8, 10, 11, 6, 7]
[3, 9, 10, 11, 0]
[0, 9, 10, 11, 7]
[2, 3, 12, 6]
[4, 2, 12, 7]
[2, 12, 6, 7]
[9, 2, 3, 12]
[9, 2, 12, 7]
[10, 3, 12, 6]
[4, 10, 12, 7]
[10, 12, 6, 7]
[9, 10, 3, 12]
[9, 10, 12, 7]
[1, 3, 13, 5]
[1, 5, 13, 7]
[4, 5, 13, 7]
[8, 3, 13, 6, 5]
[8, 5, 13, 6, 7]
[9, 3, 13, 5]
[9, 5, 13, 7]
[3, 1, 11, 13]
[3, 0, 11, 13, 6]
[1, 11, 13, 7]
[11, 4, 13, 7]
[0, 11, 13, 6, 7]
[8, 3, 11, 13, 6]
[8, 11, 13, 6, 7]
[3, 9, 11, 13, 0]
[0, 9, 11, 13, 7]
[3, 12, 13, 6]
[4, 12, 13, 7]
[12, 13, 6, 7]
[9, 3, 12, 13]
[9, 12, 13, 7]
[1, 3, 5, 14]
[1, 5, 14, 7]
[4, 5, 14, 7]
[8, 3, 6, 14, 5]
[8, 5, 6, 14, 7]
[9, 3, 5, 14]
[9, 5, 14, 7]
[3, 1, 11, 14]
[3, 0, 11, 6, 14]
[1, 11, 14, 7]
[11, 4, 14, 7]
[0, 11, 6, 14, 7]
[8, 3, 11, 6, 14]
[8, 11, 6, 14, 7]
[3, 9, 11, 14, 0]
[0, 9, 11, 14, 7]
[3, 12, 6, 14]
[4, 12, 14, 7]
[12, 6, 14, 7]
[9, 3, 12, 14]
[9, 12, 14, 7]
[1, 10, 5, 15]
[10, 4, 5, 15]
[8, 10, 5, 6, 15]
[9, 10, 5, 15]
[1, 10, 11, 15]
[10, 11, 4, 15]
[0, 10, 11, 6, 15]
[8, 10, 11, 6, 15]
[0, 9, 10, 11, 15]
[4, 10, 12, 15]
[10, 12, 6, 15]
[9, 10, 12, 15]
[1, 5, 13, 15]
[4, 5, 13, 15]
[8, 5, 13, 6, 15]
[9, 5, 13, 15]
[1, 11, 13, 15]
[11, 4, 13, 15]
[0, 11, 13, 6, 15]
[8, 11, 13, 6, 15]
[0, 9, 11, 13, 15]
[4, 12, 13, 15]
[12, 13, 6, 15]
[9, 12, 13, 15]
[1, 5, 14, 15]
[4, 5, 14, 15]
[8, 5, 6, 14, 15]
[9, 5, 14, 15]
[1, 11, 14, 15]
[11, 4, 14, 15]
[0, 11, 6, 14, 15]
[8, 11, 6, 14, 15]
[0, 9, 11, 14, 15]
[4, 12, 14, 15]
[12, 6, 14, 15]
[9, 12, 14, 15]
