[0, 10, 2, 5, 6]
[2, 10, 3, 5, 6]
[10, 2, 4, 5, 6]
[8, 1, 10, 5, 0]
[8, 0, 10, 2, 5]
[8, 1, 10, 3, 5]
[8, 2, 10, 3, 5]
[8, 1, 10, 4, 5]
[8, 10, 2, 4, 5]
[0, 9, 10, 2, 6]
[9, 10, 3, 2, 6]
[9, 10, 4, 2, 6]
[8, 9, 10, 0, 1]
[8, 9, 10, 2, 0]
[8, 9, 10, 3, 1]
[8, 9, 10, 3, 2]
[8, 9, 10, 4, 1]
[8, 9, 10, 4, 2]
[0, 2, 11, 5, 6]
[2, 11, 4, 5, 6]
[8, 1, 11, 5, 0]
[8, 0, 2, 11, 5]
[8, 1, 11, 4, 5]
[8, 2, 11, 4, 5]
[0, 9, 2, 11, 6]
[9, 2, 11, 4, 6]
[8, 9, 11, 0, 1]
[8, 9, 2, 11, 0]
[8, 9, 11, 4, 1]
[8, 9, 2, 11, 4]
[0, 2, 6, 7, 10, 12]
[2, 3, 6, 7, 10, 12]
[2, 4, 6, 7, 10, 12]
[0, 1, 7, 8, 10, 12]
[0, 2, 7, 8, 10, 12]
[1, 3, 7, 8, 10, 12]
[2, 3, 7, 8, 10, 12]
[1, 4, 7, 8, 10, 12]
[2, 4, 7, 8, 10, 12]
[0, 2, 6, 7, 11, 12]
[2, 4, 6, 7, 11, 12]
[0, 1, 7, 8, 11, 12]
[0, 2, 7, 8, 11, 12]
[1, 4, 7, 8, 11, 12]
[2, 4, 7, 8, 11, 12]
[0, 2, 13, 6, 5]
[8, 1, 13, 0, 5]
[8, 0, 2, 13, 5]
[0, 9, 2, 13, 6]
[8, 9, 13, 0, 1]
[8, 9, 2, 13, 0]
[0, 2, 6, 7, 12, 13]
[0, 1, 7, 8, 12, 13]
[0, 2, 7, 8, 12, 13]
[10, 2, 6, 14, 5]
[8, 1, 10, 5, 14]
[8, 10, 2, 5, 14]
[9, 10, 2, 6, 14]
[8, 9, 10, 14, 1]
[8, 9, 10, 2, 14]
[2, 11, 6, 14, 5]
[8, 1, 11, 5, 14]
[8, 2, 11, 5, 14]
[9, 2, 11, 6, 14]
[8, 9, 11, 14, 1]
[8, 9, 2, 11, 14]
[2, 6, 7, 10, 12, 14]
[1, 7, 8, 10, 12, 14]
[2, 7, 8, 10, 12, 14]
[2, 6, 7, 11, 12, 14]
[1, 7, 8, 11, 12, 14]
[2, 7, 8, 11, 12, 14]
[0, 10, 5, 6, 15]
[10, 3, 5, 6, 15]
[10, 4, 5, 6, 15]
[8, 0, 10, 5, 15]
[8, 10, 3, 5, 15]
[8, 10, 4, 5, 15]
[0, 9, 10, 6, 15]
[9, 10, 3, 6, 15]
[9, 10, 4, 6, 15]
[8, 9, 10, 0, 15]
[8, 9, 10, 3, 15]
[8, 9, 10, 4, 15]
[0, 11, 5, 6, 15]
[11, 4, 5, 6, 15]
[8, 0, 11, 5, 15]
[8, 11, 4, 5, 15]
[0, 9, 11, 6, 15]
[9, 11, 4, 6, 15]
[8, 9, 11, 0, 15]
[8, 9, 11, 4, 15]
[0, 6, 7, 10, 12, 15]
[3, 6, 7, 10, 12, 15]
[4, 6, 7, 10, 12, 15]
[0, 7, 8, 10, 12, 15]
[3, 7, 8, 10, 12, 15]
[4, 7, 8, 10, 12, 15]
[0, 6, 7, 11, 12, 15]
[4, 6, 7, 11, 12, 15]
[0, 7, 8, 11, 12, 15]
[4, 7, 8, 11, 12, 15]
[0, 5, 13, 6, 15]
[8, 0, 5, 13, 15]
[0, 9, 13, 6, 15]
[8, 9, 13, 0, 15]
[0, 6, 7, 12, 13, 15]
[0, 7, 8, 12, 13, 15]
[10, 5, 6, 14, 15]
[8, 10, 5, 14, 15]
[9, 10, 6, 14, 15]
[8, 9, 10, 14, 15]
[11, 5, 6, 14, 15]
[8, 11, 5, 14, 15]
[9, 11, 6, 14, 15]
[8, 9, 11, 14, 15]
[6, 7, 10, 12, 14, 15]
[7, 8, 10, 12, 14, 15]
[6, 7, 11, 12, 14, 15]
[7, 8, 11, 12, 14, 15]
