[0, 1, 2, 5, 7]
[0, 1, 4, 5, 7]
[0, 1, 2, 6, 7]
[0, 1, 4, 6, 7]
[8, 1, 2, 5, 7]
[8, 2, 3, 5, 7]
[8, 1, 4, 5, 7]
[8, 3, 4, 5, 7]
[8, 1, 2, 6, 7]
[8, 2, 3, 6, 7]
[8, 1, 4, 6, 7]
[8, 3, 4, 6, 7]
[0, 9, 2, 5, 1]
[0, 9, 4, 5, 1]
[0, 9, 2, 6, 1]
[0, 9, 4, 6, 1]
[8, 9, 2, 5, 1]
[8, 9, 2, 3, 5]
[8, 9, 4, 5, 1]
[8, 9, 3, 4, 5]
[8, 9, 2, 6, 1]
[8, 9, 2, 3, 6]
[8, 9, 4, 6, 1]
[8, 9, 3, 4, 6]
[0, 10, 2, 5, 7]
[0, 10, 4, 5, 7]
[0, 10, 2, 6, 7]
[0, 10, 4, 6, 7]
[8, 10, 2, 5, 7]
[8, 10, 4, 5, 7]
[8, 10, 2, 6, 7]
[8, 10, 4, 6, 7]
[0, 9, 10, 2, 5]
[0, 9, 10, 4, 5]
[0, 9, 10, 2, 6]
[0, 9, 10, 4, 6]
[8, 9, 10, 2, 5]
[8, 9, 10, 4, 5]
[8, 9, 10, 2, 6]
[8, 9, 10, 4, 6]
[0, 1, 11, 5, 7]
[0, 1, 11, 6, 7]
[8, 1, 11, 5, 7]
[8, 3, 11, 5, 7]
[8, 1, 11, 6, 7]
[8, 3, 11, 6, 7]
[0, 9, 11, 5, 1]
[0, 9, 11, 6, 1]
[8, 9, 11, 5, 1]
[8, 9, 11, 5, 3]
[8, 9, 11, 6, 1]
[8, 9, 11, 6, 3]
[0, 10, 11, 5, 7]
[0, 10, 11, 6, 7]
[8, 10, 11, 5, 7]
[8, 10, 11, 6, 7]
[0, 9, 10, 11, 5]
[0, 9, 10, 11, 6]
[8, 9, 10, 11, 5]
[8, 9, 10, 11, 6]
[1, 2, 12, 5, 7]
[4, 1, 12, 5, 7]
[1, 2, 12, 6, 7]
[4, 12, 1, 6, 7]
[9, 2, 12, 5, 1]
[9, 12, 5, 4, 1]
[9, 2, 12, 6, 1]
[9, 12, 1, 6, 4]
[10, 2, 12, 5, 7]
[4, 10, 12, 5, 7]
[10, 12, 2, 6, 7]
[4, 10, 12, 6, 7]
[9, 10, 2, 12, 5]
[9, 10, 12, 5, 4]
[9, 10, 12, 2, 6]
[9, 10, 12, 6, 4]
[1, 11, 12, 5, 7]
[1, 11, 12, 6, 7]
[9, 11, 12, 5, 1]
[9, 11, 12, 6, 1]
[10, 11, 12, 5, 7]
[10, 11, 12, 6, 7]
[9, 10, 11, 12, 5]
[9, 10, 11, 12, 6]
[0, 1, 2, 13, 5]
[0, 1, 4, 13, 5]
[0, 1, 2, 13, 6]
[0, 1, 4, 13, 6]
[8, 1, 2, 13, 5]
[8, 2, 3, 13, 5]
[8, 1, 4, 13, 5]
[8, 3, 4, 13, 5]
[8, 1, 2, 13, 6]
[8, 2, 3, 13, 6]
