0,129.97462374,138.003918432,0
0.2,129.97462374,138.003918432,40
1,124.146365724,233.481892034,0
1.2,124.146365724,233.481892034,40
2,98.5775356221,161.895113551,0
2.2,98.5775356221,161.895113551,40
3,123.103755759,19.5460461303,0
3.2,123.103755759,19.5460461303,40
4,183.447340608,180.405459287,0
4.2,183.447340608,180.405459287,40
5,264.185942692,102.274049417,0
5.2,264.185942692,102.274049417,40
6,125.880246339,128.268040935,0
6.2,125.880246339,128.268040935,40
7,79.2850785551,44.3057290572,0
7.2,79.2850785551,44.3057290572,40
8,74.8875427526,80.3088940733,0
8.2,74.8875427526,80.3088940733,40
9,246.758310815,219.631575577,0
9.2,246.758310815,219.631575577,40
10,191.448336204,205.566320455,0
10.2,191.448336204,205.566320455,40
11,242.19085715,85.3457861668,0
11.2,242.19085715,85.3457861668,40
12,80.5066578483,44.9765094267,0
12.2,80.5066578483,44.9765094267,40
13,210.772005981,118.518309853,0
13.2,210.772005981,118.518309853,40
14,243.08581186,250.231808849,0
14.2,243.08581186,250.231808849,40
15,228.501623839,97.0266856016,0
15.2,228.501623839,97.0266856016,40
