0,140.0,140.0,0
0.2,140.0,140.0,40
1,136.002600542,211.147923278,0
1.2,136.002600542,211.147923278,40
2,143.403345887,174.482794298,0
2.2,143.403345887,174.482794298,40
3,186.733021863,168.064570056,0
3.2,186.733021863,168.064570056,40
4,85.6827148782,193.18349588,0
4.2,85.6827148782,193.18349588,40
5,81.7700656655,194.172744193,0
5.2,81.7700656655,194.172744193,40
6,172.873472611,275.326939702,0
6.2,172.873472611,275.326939702,40
7,237.554834074,126.445426838,0
7.2,237.554834074,126.445426838,40
8,86.7753825418,182.010392414,0
8.2,86.7753825418,182.010392414,40
9,148.565604307,193.375531332,0
9.2,148.565604307,193.375531332,40
10,62.0772469076,151.44310167,0
10.2,62.0772469076,151.44310167,40
11,298.93086881,106.300219057,0
11.2,298.93086881,106.300219057,40
12,170.950192256,104.268604623,0
12.2,170.950192256,104.268604623,40
13,346.643863917,151.067936149,0
13.2,346.643863917,151.067936149,40
14,393.671281567,153.137631066,0
14.2,393.671281567,153.137631066,40
15,170.978120939,200.905723847,0
15.2,170.978120939,200.905723847,40
