0,145.847835848,105.319811836,0
0.2,145.847835848,105.319811836,40
1,230.488087214,192.49611644,0
1.2,230.488087214,192.49611644,40
2,210.814333995,189.08114786,0
2.2,210.814333995,189.08114786,40
3,208.524752786,155.228403503,0
3.2,208.524752786,155.228403503,40
4,274.632545597,244.61981655,0
4.2,274.632545597,244.61981655,40
5,31.1765451455,245.627995847,0
5.2,31.1765451455,245.627995847,40
6,233.940179032,47.9139162206,0
6.2,233.940179032,47.9139162206,40
7,77.4441321508,143.958208744,0
7.2,77.4441321508,143.958208744,40
8,10.2948027123,222.674130201,0
8.2,10.2948027123,222.674130201,40
9,66.4099324942,216.947783064,0
9.2,66.4099324942,216.947783064,40
10,207.195588603,269.200155029,0
10.2,207.195588603,269.200155029,40
11,163.962747943,196.402006274,0
11.2,163.962747943,196.402006274,40
12,185.830610293,114.454426239,0
12.2,185.830610293,114.454426239,40
13,205.86476404,135.820611115,0
13.2,205.86476404,135.820611115,40
14,122.215966168,108.686702695,0
14.2,122.215966168,108.686702695,40
15,214.742723784,97.1379542566,0
15.2,214.742723784,97.1379542566,40
