0,156.224294216,200.777648375,0
0.2,156.224294216,200.777648375,40
1,263.023636318,247.788258496,0
1.2,263.023636318,247.788258496,40
2,101.369900087,98.6305879553,0
2.2,101.369900087,98.6305879553,40
3,147.245636148,276.224241101,0
3.2,147.245636148,276.224241101,40
4,96.7307442765,85.2186367164,0
4.2,96.7307442765,85.2186367164,40
5,30.0058961155,126.650898889,0
5.2,30.0058961155,126.650898889,40
6,192.334535942,53.9102930352,0
6.2,192.334535942,53.9102930352,40
7,219.590253512,262.773870691,0
7.2,219.590253512,262.773870691,40
8,59.4091189344,121.029023048,0
8.2,59.4091189344,121.029023048,40
9,112.827713971,270.037127525,0
9.2,112.827713971,270.037127525,40
10,56.8641760823,185.683297481,0
10.2,56.8641760823,185.683297481,40
11,2.83132537834,127.815338134,0
11.2,2.83132537834,127.815338134,40
12,267.052977745,89.9171166583,0
12.2,267.052977745,89.9171166583,40
13,126.098571386,244.706414512,0
13.2,126.098571386,244.706414512,40
14,163.679814936,198.579027315,0
14.2,163.679814936,198.579027315,40
15,266.143586915,31.7842785029,0
15.2,266.143586915,31.7842785029,40
