0,110.0914117,258.352245682,0
0.2,110.0914117,258.352245682,40
1,73.2796756651,230.236819722,0
1.2,73.2796756651,230.236819722,40
2,147.884352061,247.170563062,0
2.2,147.884352061,247.170563062,40
3,82.7919954477,218.521970594,0
3.2,82.7919954477,218.521970594,40
4,276.883523783,82.5509372996,0
4.2,276.883523783,82.5509372996,40
5,133.347311975,114.846712905,0
5.2,133.347311975,114.846712905,40
6,110.323422665,106.776974277,0
6.2,110.323422665,106.776974277,40
7,263.634329002,6.8078396088,0
7.2,263.634329002,6.8078396088,40
8,141.097129987,243.739832631,0
8.2,141.097129987,243.739832631,40
9,202.149727559,47.2215805143,0
9.2,202.149727559,47.2215805143,40
10,26.439317691,106.703154282,0
10.2,26.439317691,106.703154282,40
11,233.04577506,33.8409756113,0
11.2,233.04577506,33.8409756113,40
12,24.4080057291,90.4736920525,0
12.2,24.4080057291,90.4736920525,40
13,30.0740246544,25.1693970646,0
13.2,30.0740246544,25.1693970646,40
14,130.851275825,273.422958799,0
14.2,130.851275825,273.422958799,40
15,27.7743994574,72.1233304865,0
15.2,27.7743994574,72.1233304865,40
