0,140.0,140.0,0
0.2,140.0,140.0,40
1,73.1683040794,137.016251279,0
1.2,73.1683040794,137.016251279,40
2,102.840679769,129.644409364,0
2.2,102.840679769,129.644409364,40
3,74.0585710751,95.8223081793,0
3.2,74.0585710751,95.8223081793,40
4,148.226018618,116.592626978,0
4.2,148.226018618,116.592626978,40
5,165.055298707,105.1700651,0
5.2,165.055298707,105.1700651,40
6,152.143650111,149.744518669,0
6.2,152.143650111,149.744518669,40
7,208.949349243,156.259111982,0
7.2,208.949349243,156.259111982,40
8,136.080019528,112.241707121,0
8.2,136.080019528,112.241707121,40
9,197.551907964,98.6178012761,0
9.2,197.551907964,98.6178012761,40
10,119.15022643,164.925392526,0
10.2,119.15022643,164.925392526,40
11,81.6775199703,76.6939175339,0
11.2,81.6775199703,76.6939175339,40
12,100.090131009,100.730390175,0
12.2,100.090131009,100.730390175,40
13,214.09858533,126.447305705,0
13.2,214.09858533,126.447305705,40
14,260.943416283,102.508471695,0
14.2,260.943416283,102.508471695,40
15,201.82008744,123.359929986,0
15.2,201.82008744,123.359929986,40
