0,140.0,140.0,0
0.2,140.0,140.0,40
1,182.790740835,186.243567219,0
1.2,182.790740835,186.243567219,40
2,186.543777812,247.756568928,0
2.2,186.543777812,247.756568928,40
3,150.262960269,191.124512864,0
3.2,150.262960269,191.124512864,40
4,206.859284586,234.555187486,0
4.2,206.859284586,234.555187486,40
5,214.925265747,207.726323229,0
5.2,214.925265747,207.726323229,40
6,227.445898194,181.383429747,0
6.2,227.445898194,181.383429747,40
7,120.641152763,233.925176832,0
7.2,120.641152763,233.925176832,40
8,229.422709932,269.561481563,0
8.2,229.422709932,269.561481563,40
9,41.8811063809,246.613630185,0
9.2,41.8811063809,246.613630185,40
10,178.27439985,98.7175083474,0
10.2,178.27439985,98.7175083474,40
11,233.487773469,155.834272678,0
11.2,233.487773469,155.834272678,40
12,191.43816423,192.54765472,0
12.2,191.43816423,192.54765472,40
13,187.48666048,233.301604168,0
13.2,187.48666048,233.301604168,40
14,212.27174289,187.795147253,0
14.2,212.27174289,187.795147253,40
15,198.997564462,262.464148146,0
15.2,198.997564462,262.464148146,40
