0,140.0,140.0,0
0.2,140.0,140.0,40
1,91.8265520107,178.291094976,0
1.2,91.8265520107,178.291094976,40
2,101.833935824,234.486798254,0
2.2,101.833935824,234.486798254,40
3,130.310714301,236.477802263,0
3.2,130.310714301,236.477802263,40
4,138.214896942,178.707315896,0
4.2,138.214896942,178.707315896,40
5,109.727556475,192.548565373,0
5.2,109.727556475,192.548565373,40
6,162.269888039,105.879507845,0
6.2,162.269888039,105.879507845,40
7,163.829115906,204.993956152,0
7.2,163.829115906,204.993956152,40
8,98.1100670872,276.899910982,0
8.2,98.1100670872,276.899910982,40
9,227.341364801,173.752255174,0
9.2,227.341364801,173.752255174,40
10,77.7336196221,231.655892757,0
10.2,77.7336196221,231.655892757,40
11,149.02731774,233.154330928,0
11.2,149.02731774,233.154330928,40
12,39.2512136953,209.292541449,0
12.2,39.2512136953,209.292541449,40
13,149.15227478,149.390346181,0
13.2,149.15227478,149.390346181,40
14,131.523605952,87.4185956874,0
14.2,131.523605952,87.4185956874,40
15,130.323331302,215.083260866,0
15.2,130.323331302,215.083260866,40
