0,120.042108893,29.2136826514,0
0.2,120.042108893,29.2136826514,40
1,160.603048562,122.442853528,0
1.2,160.603048562,122.442853528,40
2,239.236975206,235.467419575,0
2.2,239.236975206,235.467419575,40
3,177.398085813,245.549297887,0
3.2,177.398085813,245.549297887,40
4,27.9530899819,126.195867459,0
4.2,27.9530899819,126.195867459,40
5,90.1445627382,152.622071063,0
5.2,90.1445627382,152.622071063,40
6,94.6787949253,113.001288941,0
6.2,94.6787949253,113.001288941,40
7,3.04952673494,27.1647915175,0
7.2,3.04952673494,27.1647915175,40
8,210.233951107,209.813266606,0
8.2,210.233951107,209.813266606,40
9,277.634764717,188.003998004,0
9.2,277.634764717,188.003998004,40
10,114.193666503,8.16287683924,0
10.2,114.193666503,8.16287683924,40
11,77.1453680843,53.2917924647,0
11.2,77.1453680843,53.2917924647,40
12,24.5194263536,57.8904412387,0
12.2,24.5194263536,57.8904412387,40
13,55.1792309395,93.940249486,0
13.2,55.1792309395,93.940249486,40
14,104.777880176,216.830007437,0
14.2,104.777880176,216.830007437,40
15,105.355712528,98.1911056263,0
15.2,105.355712528,98.1911056263,40
