0,140.0,140.0,0
0.2,140.0,140.0,40
1,131.052341035,164.891271857,0
1.2,131.052341035,164.891271857,40
2,154.145717647,115.270436865,0
2.2,154.145717647,115.270436865,40
3,184.241442957,130.527144605,0
3.2,184.241442957,130.527144605,40
4,105.156188522,149.567222332,0
4.2,105.156188522,149.567222332,40
5,176.4607527,209.877426863,0
5.2,176.4607527,209.877426863,40
6,211.518531538,128.378534987,0
6.2,211.518531538,128.378534987,40
7,212.735313281,91.0630536624,0
7.2,212.735313281,91.0630536624,40
8,118.051527579,170.192237258,0
8.2,118.051527579,170.192237258,40
9,115.075502526,121.838288438,0
9.2,115.075502526,121.838288438,40
10,45.1067172489,103.937104642,0
10.2,45.1067172489,103.937104642,40
11,67.0129395175,167.413226258,0
11.2,67.0129395175,167.413226258,40
12,197.37314406,24.2027187074,0
12.2,197.37314406,24.2027187074,40
13,229.956398406,127.589335118,0
13.2,229.956398406,127.589335118,40
14,174.281083212,221.559196709,0
14.2,174.281083212,221.559196709,40
15,110.919472573,150.018813899,0
15.2,110.919472573,150.018813899,40
