0,140.0,140.0,0
0.2,140.0,140.0,40
1,154.757486302,209.322241159,0
1.2,154.757486302,209.322241159,40
2,196.040317261,169.239070811,0
2.2,196.040317261,169.239070811,40
3,168.565467301,207.134775423,0
3.2,168.565467301,207.134775423,40
4,238.272632607,132.764413843,0
4.2,238.272632607,132.764413843,40
5,150.697536629,282.77724737,0
5.2,150.697536629,282.77724737,40
6,136.105577813,224.76905848,0
6.2,136.105577813,224.76905848,40
7,206.242698472,141.687910454,0
7.2,206.242698472,141.687910454,40
8,213.731986674,213.832151838,0
8.2,213.731986674,213.832151838,40
9,222.737319501,151.890687425,0
9.2,222.737319501,151.890687425,40
10,258.130736933,138.335902802,0
10.2,258.130736933,138.335902802,40
11,221.423691796,191.900155163,0
11.2,221.423691796,191.900155163,40
12,198.487125462,172.490668609,0
12.2,198.487125462,172.490668609,40
13,184.128666624,253.371519581,0
13.2,184.128666624,253.371519581,40
14,199.2202429,157.961663979,0
14.2,199.2202429,157.961663979,40
15,128.370241486,283.792830139,0
15.2,128.370241486,283.792830139,40
