0,140.0,140.0,0
0.2,140.0,140.0,40
1,191.505437624,136.672621807,0
1.2,191.505437624,136.672621807,40
2,163.232771458,170.197088139,0
2.2,163.232771458,170.197088139,40
3,150.615742383,110.74340606,0
3.2,150.615742383,110.74340606,40
4,138.947962683,110.935834822,0
4.2,138.947962683,110.935834822,40
5,115.474652535,102.0841663,0
5.2,115.474652535,102.0841663,40
6,194.463503035,92.0806773563,0
6.2,194.463503035,92.0806773563,40
7,102.520948464,140.720225467,0
7.2,102.520948464,140.720225467,40
8,66.0297514794,124.113548532,0
8.2,66.0297514794,124.113548532,40
9,121.541200448,134.058696197,0
9.2,121.541200448,134.058696197,40
10,116.860101536,107.003535315,0
10.2,116.860101536,107.003535315,40
11,37.7865554743,167.877867818,0
11.2,37.7865554743,167.877867818,40
12,147.699367232,147.871399006,0
12.2,147.699367232,147.871399006,40
13,94.5909608733,37.5286637257,0
13.2,94.5909608733,37.5286637257,40
14,171.743348286,172.218394039,0
14.2,171.743348286,172.218394039,40
15,168.277683655,39.8994297726,0
15.2,168.277683655,39.8994297726,40
