0,140.0,140.0,0
0.2,140.0,140.0,40
1,105.992220828,82.9408756318,0
1.2,105.992220828,82.9408756318,40
2,113.183884236,125.772120002,0
2.2,113.183884236,125.772120002,40
3,112.955086673,71.2104679484,0
3.2,112.955086673,71.2104679484,40
4,98.5465015796,50.4760070958,0
4.2,98.5465015796,50.4760070958,40
5,99.8338212286,100.200209284,0
5.2,99.8338212286,100.200209284,40
6,131.356529111,48.8749472889,0
6.2,131.356529111,48.8749472889,40
7,66.639008532,118.696087337,0
7.2,66.639008532,118.696087337,40
8,130.849487799,69.8674616043,0
8.2,130.849487799,69.8674616043,40
9,47.6245804282,43.4440192787,0
9.2,47.6245804282,43.4440192787,40
10,111.983297206,19.5162733572,0
10.2,111.983297206,19.5162733572,40
11,134.915682123,90.6918532404,0
11.2,134.915682123,90.6918532404,40
12,90.9228328795,26.2929216182,0
12.2,90.9228328795,26.2929216182,40
13,87.8480396235,29.2091561086,0
13.2,87.8480396235,29.2091561086,40
14,186.564613928,28.5078768786,0
14.2,186.564613928,28.5078768786,40
15,144.751259638,133.026257249,0
15.2,144.751259638,133.026257249,40
