0,140.0,140.0,0
0.2,140.0,140.0,40
1,100.561724066,184.989435595,0
1.2,100.561724066,184.989435595,40
2,144.934338335,248.080628454,0
2.2,144.934338335,248.080628454,40
3,163.963940564,180.027421834,0
3.2,163.963940564,180.027421834,40
4,142.018610605,232.97377779,0
4.2,142.018610605,232.97377779,40
5,165.922138858,112.620958249,0
5.2,165.922138858,112.620958249,40
6,139.994035421,192.927436857,0
6.2,139.994035421,192.927436857,40
7,139.137402348,225.880926492,0
7.2,139.137402348,225.880926492,40
8,78.2107370678,208.660872432,0
8.2,78.2107370678,208.660872432,40
9,43.1131623676,179.381155948,0
9.2,43.1131623676,179.381155948,40
10,125.095976733,186.773473965,0
10.2,125.095976733,186.773473965,40
11,176.900368181,90.8868371478,0
11.2,176.900368181,90.8868371478,40
12,158.279970671,130.497626613,0
12.2,158.279970671,130.497626613,40
13,144.519592216,174.198927983,0
13.2,144.519592216,174.198927983,40
14,97.4477723301,128.256828977,0
14.2,97.4477723301,128.256828977,40
15,95.1257443171,238.191570822,0
15.2,95.1257443171,238.191570822,40
