0,140.0,140.0,0
0.2,140.0,140.0,40
1,125.285318353,63.6227522451,0
1.2,125.285318353,63.6227522451,40
2,85.801283589,127.646535352,0
2.2,85.801283589,127.646535352,40
3,102.825019254,114.132166027,0
3.2,102.825019254,114.132166027,40
4,61.8351032115,96.3435718301,0
4.2,61.8351032115,96.3435718301,40
5,146.138883743,91.0558202633,0
5.2,146.138883743,91.0558202633,40
6,141.37166346,90.5765625574,0
6.2,141.37166346,90.5765625574,40
7,136.727147842,192.697585763,0
7.2,136.727147842,192.697585763,40
8,85.9867564475,50.4788709793,0
8.2,85.9867564475,50.4788709793,40
9,145.65331972,34.8291998124,0
9.2,145.65331972,34.8291998124,40
10,71.1911800507,63.8509431748,0
10.2,71.1911800507,63.8509431748,40
11,194.097549844,131.727211495,0
11.2,194.097549844,131.727211495,40
12,82.1571500245,95.1565358827,0
12.2,82.1571500245,95.1565358827,40
13,199.467965448,15.1030754596,0
13.2,199.467965448,15.1030754596,40
14,93.6942930249,120.8872693,0
14.2,93.6942930249,120.8872693,40
15,186.089030138,70.2083104104,0
15.2,186.089030138,70.2083104104,40
