v3,0,4.77469
v3,1,4.60886
v3,2,4.36646
v3,3,3.49301
v3,4,3.0
v3,5,2.92061
v3,6,3.99836
v3,7,4.39638
v3,8,2.90091
v3,9,3.96266
v3,10,5.82614
v3,11,3.0
v3,12,3.0
v3,13,3.88929
v3,14,3.83335
v3,15,3.91814
v3,16,4.40944
v3,17,3.225
v3,18,4.97095
v3,19,2.85976
v3,20,2.87498
v3,21,5.53002
v3,22,3.31742
v3,23,2.85261
v3,24,3.51794
v3,25,5.16389
v3,26,3.8372
v3,27,2.86544
v3,28,3.6174
v3,29,4.4966
v3,30,4.79504
v3,31,4.78457
v3,32,3.48117
v3,33,4.54953
v3,34,3.86504
v3,35,3.75862
v3,36,2.95513
v3,37,4.233
v3,38,5.11705
v3,39,4.9163
