v1,0,2.86855
v1,1,3.21863
v1,2,3.13853
v1,3,3.13128
v1,4,3.33357
v1,5,1.5021
v1,6,3.64371
v1,7,2.58931
v1,8,3.30176
v1,9,4.3322
v1,10,4.21571
v1,11,3.01863
v1,12,2.0
v1,13,4.0
v1,14,3.93909
v1,15,4.09179
v1,16,4.25424
v1,17,3.69023
v1,18,2.32664
v1,19,3.82438
v1,20,4.28106
v1,21,3.84017
v1,22,4.1502
v1,23,4.0671
v1,24,3.15819
v1,25,3.71408
v1,26,4.02339
v1,27,4.07051
v1,28,3.49382
v1,29,3.64541
v1,30,4.56393
v1,31,4.0667
v1,32,3.7718
v1,33,5.18627
v1,34,4.20052
v1,35,4.40085
v1,36,3.80152
v1,37,3.61783
v1,38,4.10022
v1,39,3.49306
