0.69, 0.1, ICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.0403466423168, 0.336378350501, 0.620940464684, 0.640986874189, 1.07904425511, 0.467898956807, 0.113460460374, 0.134522668815, 1.28953022553, 3.04927566207, 1.19387977238, 0.195236882697, 0.750424889627, 0.671729233367, 0, 0.381792380875, 4876, 19602, 32911, 28455, 12515, 1641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.84, 0.1, ICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0, 0.678539185813, 0.219236020946, 0, 0.315307576012, 6.04800980095, 0, 0.531981903704, 1.10465290565, 0.0662078343271, 0, 0, 3.06557948469, 1.03542481731, 0.0343935281685, 0.287361892796, 4980, 19758, 32854, 28395, 12462, 1551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.96, 0.1, ICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.0275505107968, 3.45274991221, 1.70921088203, 0.181912688246, 0.700746484206, 1.41454138039, 4.32645955019, 1.41359697281, 0.138053068591, 0, 0.0130841815429, 0.0663725402788, 0.268404416976, 1.25744422093, 0.263172697201, 0.112142161111, 5010, 19742, 32864, 28249, 12519, 1616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.18, 0.1, ICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.15556486661, 0.0213133106044, 0.0198779011558, 0.808554984146, 0.0279910943009, 0, 0, 0, 1.32510657572, 1.95434600609, 0.0386108916504, 0.98904820293, 7.23381345638, 2.34233909109, 0.227103366868, 3.68865117266, 4915, 19790, 33116, 28397, 12270, 1512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.76, 0.1, ICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.0335391100481, 2.82657261184, 0.409843598656, 0.143390347371, 5.02984349275, 0.350187661269, 0.0930437988186, 0.376692227944, 0.201648271302, 0.00949532210603, 0.0112962236379, 0, 0.496357770992, 1.72320797608, 0, 0.406890458521, 5053, 19976, 32618, 28422, 12389, 1542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, HICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.356858509865, 0.422232693226, 0.00890410098078, 0.184565865161, 0.0315554722042, 0, 0, 0.029692418885, 0.0427805903548, 0.0992136385326, 0.126269017151, 0.0802026974026, 0.0417298536855, 0.0854900335762, 0.153571899159, 0, 3143, 14356, 29501, 31973, 17940, 3087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.13, 0.1, HICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.143776112399, 0.0954110729616, 0, 0, 0.0823168001273, 0.0567897849774, 0, 0.204340579098, 0.109992649847, 0.138932185354, 0.0915561111862, 0, 0.506521840661, 0.0116637796764, 0.560726571028, 0.031370658166, 2991, 14623, 29594, 31754, 17986, 3052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.28, 0.1, HICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.0762240496401, 0.585725702396, 0.0376139179133, 0.20601359411, 0.00603986825786, 0.0590584330809, 0.200250997568, 0.0300181421128, 1.94182000837, 0.176183631518, 0.235063528976, 0.377622494168, 0, 0, 0.588254216866, 0, 3089, 14361, 29686, 32077, 17671, 3116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12, 0.1, HICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.0410792209554, 0.544879981315, 0.0357498033214, 0.446955957802, 0.0107393220566, 0, 0.263136909224, 0, 0.0711662360998, 0.0396515896418, 0.0168971840769, 0.121427327887, 0.170281659688, 0.0492746716176, 0, 0.0676008261305, 3039, 14429, 29474, 32151, 17881, 3026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.18, 0.1, HICSMA, DevGraph16AllRandWR0, 0.01, 4.36666666667, 30, 120, 100000, 0.135913492255, 1.3577089635, 0.173980691452, 0.012966592257, 0.037420614298, 0, 0, 0.142199441921, 0.669501366479, 0.0396968311396, 0, 0.0391621200383, 0.0374394589169, 0.121348240451, 0.0394622825406, 0, 3171, 14521, 29584, 31647, 17952, 3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
