v2,0,2.93519
v2,1,3.26851
v2,2,3.21736
v2,3,3.1663
v2,4,3.37041
v2,5,1.51779
v2,6,3.7121
v2,7,2.62582
v2,8,3.38765
v2,9,4.38208
v2,10,4.35159
v2,11,3.04616
v2,12,2.0
v2,13,4.0
v2,14,4.05414
v2,15,4.19676
v2,16,4.30173
v2,17,3.71712
v2,18,2.35772
v2,19,3.79873
v2,20,4.40081
v2,21,3.94912
v2,22,4.23067
v2,23,4.2052
v2,24,3.19839
v2,25,3.80373
v2,26,4.09146
v2,27,4.11839
v2,28,3.52948
v2,29,3.71449
v2,30,4.71212
v2,31,4.18807
v2,32,3.86764
v2,33,5.27866
v2,34,4.23612
v2,35,4.49463
v2,36,3.85388
v2,37,3.70906
v2,38,4.20651
v2,39,3.59326
