v2,0,4.54272
v2,1,5.19238
v2,2,5.93971
v2,3,4.92311
v2,4,7.09427
v2,5,5.55623
v2,6,6.20631
v2,7,5.15808
v2,8,6.09196
v2,9,6.67774
v2,10,4.67161
v2,11,5.46507
v2,12,6.18847
v2,13,6.51839
v2,14,6.6627
v2,15,5.30964
v2,16,4.43629
v2,17,5.66879
v2,18,6.42001
v2,19,4.91832
v2,20,5.60745
v2,21,4.73708
v2,22,6.32036
v2,23,4.66119
v2,24,5.26947
v2,25,4.85376
v2,26,5.18863
v2,27,3.70101
v2,28,4.83866
v2,29,6.84214
v2,30,6.51954
v2,31,4.81233
v2,32,5.81114
v2,33,5.88592
v2,34,5.11184
v2,35,5.0
v2,36,5.43564
v2,37,6.27564
v2,38,6.44609
v2,39,7.00628
