v3,0,4.86729
v3,1,6.0
v3,2,6.87469
v3,3,5.27141
v3,4,7.49762
v3,5,5.89948
v3,6,6.87604
v3,7,5.73561
v3,8,6.90092
v3,9,6.98934
v3,10,4.88949
v3,11,5.96521
v3,12,7.0
v3,13,7.54644
v3,14,7.67916
v3,15,6.0
v3,16,4.8489
v3,17,6.0
v3,18,7.0
v3,19,5.59411
v3,20,5.97574
v3,21,5.0
v3,22,6.96435
v3,23,4.99279
v3,24,5.93184
v3,25,5.81647
v3,26,5.49399
v3,27,4.54663
v3,28,5.0
v3,29,7.85606
v3,30,6.97949
v3,31,5.44559
v3,32,6.6417
v3,33,6.57586
v3,34,6.0
v3,35,5.0
v3,36,5.8899
v3,37,6.59576
v3,38,6.90731
v3,39,7.96855
