v1,0,4.49134
v1,1,5.11346
v1,2,5.68171
v1,3,4.83216
v1,4,6.93763
v1,5,5.49993
v1,6,6.07197
v1,7,5.07797
v1,8,5.86935
v1,9,6.57259
v1,10,4.6304
v1,11,5.3448
v1,12,5.95602
v1,13,6.33486
v1,14,6.4573
v1,15,5.16215
v1,16,4.37058
v1,17,5.60989
v1,18,6.29348
v1,19,4.91027
v1,20,5.52215
v1,21,4.62559
v1,22,6.18563
v1,23,4.63233
v1,24,5.05823
v1,25,4.69416
v1,26,5.16336
v1,27,3.66521
v1,28,4.77935
v1,29,6.59969
v1,30,6.34159
v1,31,4.78864
v1,32,5.67285
v1,33,5.72252
v1,34,4.99977
v1,35,5.0
v1,36,5.31883
v1,37,6.21908
v1,38,6.27274
v1,39,6.76872
