dev,0,140.0,140.0,0
dev,0.2,140.0,140.0,40
dev,1,182.83093669,147.530623776,0
dev,1.2,182.83093669,147.530623776,40
dev,2,211.051453306,160.034889308,0
dev,2.2,211.051453306,160.034889308,40
dev,3,222.558464627,134.723652638,0
dev,3.2,222.558464627,134.723652638,40
dev,4,154.536073385,119.273843185,0
dev,4.2,154.536073385,119.273843185,40
dev,5,151.819610714,201.318910625,0
dev,5.2,151.819610714,201.318910625,40
dev,6,183.20637474,72.4997282436,0
dev,6.2,183.20637474,72.4997282436,40
dev,7,94.0805258377,150.102784398,0
dev,7.2,94.0805258377,150.102784398,40
dev,8,90.9318191697,182.258297512,0
dev,8.2,90.9318191697,182.258297512,40
dev,9,208.307825407,126.064303966,0
dev,9.2,208.307825407,126.064303966,40
dev,10,163.070605588,179.708558731,0
dev,10.2,163.070605588,179.708558731,40
dev,11,104.16432418,195.458265214,0
dev,11.2,104.16432418,195.458265214,40
dev,12,65.0511038239,223.488609493,0
dev,12.2,65.0511038239,223.488609493,40
dev,13,178.435919817,36.1375826217,0
dev,13.2,178.435919817,36.1375826217,40
dev,14,38.0141276054,193.589781721,0
dev,14.2,38.0141276054,193.589781721,40
dev,15,195.631788396,-5.62574712282,0
dev,15.2,195.631788396,-5.62574712282,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
