dev,0,140.0,140.0,0
dev,0.2,140.0,140.0,40
dev,1,166.179133862,89.7742819676,0
dev,1.2,166.179133862,89.7742819676,40
dev,2,103.301988592,162.838854248,0
dev,2.2,103.301988592,162.838854248,40
dev,3,83.6446129347,145.886875747,0
dev,3.2,83.6446129347,145.886875747,40
dev,4,177.077897772,74.0693030935,0
dev,4.2,177.077897772,74.0693030935,40
dev,5,113.687399972,199.787755055,0
dev,5.2,113.687399972,199.787755055,40
dev,6,69.4187401519,182.282475549,0
dev,6.2,69.4187401519,182.282475549,40
dev,7,121.670238429,238.854084627,0
dev,7.2,121.670238429,238.854084627,40
dev,8,162.437896337,75.2217848296,0
dev,8.2,162.437896337,75.2217848296,40
dev,9,39.6980598212,98.7089012178,0
dev,9.2,39.6980598212,98.7089012178,40
dev,10,121.451961887,65.2883056577,0
dev,10.2,121.451961887,65.2883056577,40
dev,11,118.013556274,142.111944315,0
dev,11.2,118.013556274,142.111944315,40
dev,12,94.6373642697,130.542031455,0
dev,12.2,94.6373642697,130.542031455,40
dev,13,144.715027076,113.241504617,0
dev,13.2,144.715027076,113.241504617,40
dev,14,53.3654748988,107.604185276,0
dev,14.2,53.3654748988,107.604185276,40
dev,15,100.09961855,75.6736246728,0
dev,15.2,100.09961855,75.6736246728,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
