dev,0,127.751138043,183.69878252,0
dev,0.2,127.751138043,183.69878252,40
dev,1,68.0294149427,17.2129562268,0
dev,1.2,68.0294149427,17.2129562268,40
dev,2,34.4932556622,84.9056830444,0
dev,2.2,34.4932556622,84.9056830444,40
dev,3,205.390908608,33.6325054121,0
dev,3.2,205.390908608,33.6325054121,40
dev,4,0.313319157971,37.1486237796,0
dev,4.2,0.313319157971,37.1486237796,40
dev,5,40.6386753041,87.1360154882,0
dev,5.2,40.6386753041,87.1360154882,40
dev,6,47.597914529,66.7946858301,0
dev,6.2,47.597914529,66.7946858301,40
dev,7,42.1484501568,82.7015156416,0
dev,7.2,42.1484501568,82.7015156416,40
dev,8,270.073553058,176.255233382,0
dev,8.2,270.073553058,176.255233382,40
dev,9,171.320680946,58.4437401176,0
dev,9.2,171.320680946,58.4437401176,40
dev,10,73.8396200854,100.918677339,0
dev,10.2,73.8396200854,100.918677339,40
dev,11,178.98310798,105.625014338,0
dev,11.2,178.98310798,105.625014338,40
dev,12,262.165237134,106.284188991,0
dev,12.2,262.165237134,106.284188991,40
dev,13,145.734520585,241.53796279,0
dev,13.2,145.734520585,241.53796279,40
dev,14,23.9894376936,21.2694837805,0
dev,14.2,23.9894376936,21.2694837805,40
dev,15,217.625222968,245.612351994,0
dev,15.2,217.625222968,245.612351994,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
