dev,0,140.0,140.0,0
dev,0.2,140.0,140.0,40
dev,1,189.55360404,147.162074513,0
dev,1.2,189.55360404,147.162074513,40
dev,2,162.340492302,114.778910208,0
dev,2.2,162.340492302,114.778910208,40
dev,3,190.943180652,179.580721518,0
dev,3.2,190.943180652,179.580721518,40
dev,4,105.495231628,107.47527235,0
dev,4.2,105.495231628,107.47527235,40
dev,5,207.373557957,173.100632583,0
dev,5.2,207.373557957,173.100632583,40
dev,6,159.08316134,159.050630205,0
dev,6.2,159.08316134,159.050630205,40
dev,7,185.932288707,253.813323261,0
dev,7.2,185.932288707,253.813323261,40
dev,8,145.391305234,250.860389291,0
dev,8.2,145.391305234,250.860389291,40
dev,9,133.443117811,232.960114059,0
dev,9.2,133.443117811,232.960114059,40
dev,10,211.879675167,289.823440394,0
dev,10.2,211.879675167,289.823440394,40
dev,11,270.975580653,197.732875075,0
dev,11.2,270.975580653,197.732875075,40
dev,12,200.031420251,177.479603581,0
dev,12.2,200.031420251,177.479603581,40
dev,13,225.812507518,141.965959009,0
dev,13.2,225.812507518,141.965959009,40
dev,14,140.455335286,174.388019937,0
dev,14.2,140.455335286,174.388019937,40
dev,15,124.613688955,223.045003276,0
dev,15.2,124.613688955,223.045003276,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
