dev,0,120.042108893,29.2136826514,0
dev,0.2,120.042108893,29.2136826514,40
dev,1,160.603048562,122.442853528,0
dev,1.2,160.603048562,122.442853528,40
dev,2,239.236975206,235.467419575,0
dev,2.2,239.236975206,235.467419575,40
dev,3,177.398085813,245.549297887,0
dev,3.2,177.398085813,245.549297887,40
dev,4,27.9530899819,126.195867459,0
dev,4.2,27.9530899819,126.195867459,40
dev,5,90.1445627382,152.622071063,0
dev,5.2,90.1445627382,152.622071063,40
dev,6,94.6787949253,113.001288941,0
dev,6.2,94.6787949253,113.001288941,40
dev,7,3.04952673494,27.1647915175,0
dev,7.2,3.04952673494,27.1647915175,40
dev,8,210.233951107,209.813266606,0
dev,8.2,210.233951107,209.813266606,40
dev,9,277.634764717,188.003998004,0
dev,9.2,277.634764717,188.003998004,40
dev,10,114.193666503,8.16287683924,0
dev,10.2,114.193666503,8.16287683924,40
dev,11,77.1453680843,53.2917924647,0
dev,11.2,77.1453680843,53.2917924647,40
dev,12,24.5194263536,57.8904412387,0
dev,12.2,24.5194263536,57.8904412387,40
dev,13,55.1792309395,93.940249486,0
dev,13.2,55.1792309395,93.940249486,40
dev,14,104.777880176,216.830007437,0
dev,14.2,104.777880176,216.830007437,40
dev,15,105.355712528,98.1911056263,0
dev,15.2,105.355712528,98.1911056263,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
