dev,0,140.0,140.0,0
dev,0.2,140.0,140.0,40
dev,1,105.992220828,82.9408756318,0
dev,1.2,105.992220828,82.9408756318,40
dev,2,113.183884236,125.772120002,0
dev,2.2,113.183884236,125.772120002,40
dev,3,112.955086673,71.2104679484,0
dev,3.2,112.955086673,71.2104679484,40
dev,4,98.5465015796,50.4760070958,0
dev,4.2,98.5465015796,50.4760070958,40
dev,5,99.8338212286,100.200209284,0
dev,5.2,99.8338212286,100.200209284,40
dev,6,131.356529111,48.8749472889,0
dev,6.2,131.356529111,48.8749472889,40
dev,7,66.639008532,118.696087337,0
dev,7.2,66.639008532,118.696087337,40
dev,8,130.849487799,69.8674616043,0
dev,8.2,130.849487799,69.8674616043,40
dev,9,47.6245804282,43.4440192787,0
dev,9.2,47.6245804282,43.4440192787,40
dev,10,111.983297206,19.5162733572,0
dev,10.2,111.983297206,19.5162733572,40
dev,11,134.915682123,90.6918532404,0
dev,11.2,134.915682123,90.6918532404,40
dev,12,90.9228328795,26.2929216182,0
dev,12.2,90.9228328795,26.2929216182,40
dev,13,87.8480396235,29.2091561086,0
dev,13.2,87.8480396235,29.2091561086,40
dev,14,186.564613928,28.5078768786,0
dev,14.2,186.564613928,28.5078768786,40
dev,15,144.751259638,133.026257249,0
dev,15.2,144.751259638,133.026257249,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
