dev,0,140.0,140.0,0
dev,0.2,140.0,140.0,40
dev,1,98.4575934805,108.572560951,0
dev,1.2,98.4575934805,108.572560951,40
dev,2,111.539151998,89.8436413728,0
dev,2.2,111.539151998,89.8436413728,40
dev,3,73.6764816132,33.2888026681,0
dev,3.2,73.6764816132,33.2888026681,40
dev,4,95.9710398457,178.339503536,0
dev,4.2,95.9710398457,178.339503536,40
dev,5,70.5327240605,145.806389203,0
dev,5.2,70.5327240605,145.806389203,40
dev,6,112.498534342,118.05582129,0
dev,6.2,112.498534342,118.05582129,40
dev,7,64.6596289575,243.152035519,0
dev,7.2,64.6596289575,243.152035519,40
dev,8,167.593842281,134.520122563,0
dev,8.2,167.593842281,134.520122563,40
dev,9,98.7137164921,102.479553668,0
dev,9.2,98.7137164921,102.479553668,40
dev,10,122.785331955,166.342239502,0
dev,10.2,122.785331955,166.342239502,40
dev,11,96.152159624,73.0929175236,0
dev,11.2,96.152159624,73.0929175236,40
dev,12,133.764309549,116.162859407,0
dev,12.2,133.764309549,116.162859407,40
dev,13,233.482759562,153.1282427,0
dev,13.2,233.482759562,153.1282427,40
dev,14,219.467746343,189.963136178,0
dev,14.2,219.467746343,189.963136178,40
dev,15,143.519797099,55.5755451092,0
dev,15.2,143.519797099,55.5755451092,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
