dev,0,6.26209256752,143.703246607,0
dev,0.2,6.26209256752,143.703246607,40
dev,1,22.3994813369,216.899321248,0
dev,1.2,22.3994813369,216.899321248,40
dev,2,12.9080028288,214.894166569,0
dev,2.2,12.9080028288,214.894166569,40
dev,3,8.58054820403,43.1293701444,0
dev,3.2,8.58054820403,43.1293701444,40
dev,4,32.1384417963,175.168709411,0
dev,4.2,32.1384417963,175.168709411,40
dev,5,84.3363504278,235.497832193,0
dev,5.2,84.3363504278,235.497832193,40
dev,6,67.8768253705,43.0046499962,0
dev,6.2,67.8768253705,43.0046499962,40
dev,7,182.206796903,111.271835228,0
dev,7.2,182.206796903,111.271835228,40
dev,8,172.821612249,15.8764203852,0
dev,8.2,172.821612249,15.8764203852,40
dev,9,116.698636828,56.2379300224,0
dev,9.2,116.698636828,56.2379300224,40
dev,10,37.4290004018,59.8999271865,0
dev,10.2,37.4290004018,59.8999271865,40
dev,11,211.49386428,66.4139193306,0
dev,11.2,211.49386428,66.4139193306,40
dev,12,210.236828885,152.895848553,0
dev,12.2,210.236828885,152.895848553,40
dev,13,93.0214231401,222.054147715,0
dev,13.2,93.0214231401,222.054147715,40
dev,14,270.0583599,165.96388828,0
dev,14.2,270.0583599,165.96388828,40
dev,15,169.161838356,185.668526136,0
dev,15.2,169.161838356,185.668526136,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
