dev,0,140.0,140.0,0
dev,0.2,140.0,140.0,40
dev,1,72.4095199877,125.01758537,0
dev,1.2,72.4095199877,125.01758537,40
dev,2,157.417677974,160.463884788,0
dev,2.2,157.417677974,160.463884788,40
dev,3,125.492248046,85.8139783079,0
dev,3.2,125.492248046,85.8139783079,40
dev,4,129.189612854,165.565166793,0
dev,4.2,129.189612854,165.565166793,40
dev,5,198.358050121,204.377240016,0
dev,5.2,198.358050121,204.377240016,40
dev,6,122.229094729,176.314854748,0
dev,6.2,122.229094729,176.314854748,40
dev,7,77.720015533,230.225109474,0
dev,7.2,77.720015533,230.225109474,40
dev,8,64.6805940425,106.133318898,0
dev,8.2,64.6805940425,106.133318898,40
dev,9,154.952082032,147.624936554,0
dev,9.2,154.952082032,147.624936554,40
dev,10,110.601569477,88.3736191129,0
dev,10.2,110.601569477,88.3736191129,40
dev,11,156.920064324,96.2148880283,0
dev,11.2,156.920064324,96.2148880283,40
dev,12,95.8147731482,279.105540843,0
dev,12.2,95.8147731482,279.105540843,40
dev,13,103.088649182,209.720796304,0
dev,13.2,103.088649182,209.720796304,40
dev,14,206.986654331,170.688184006,0
dev,14.2,206.986654331,170.688184006,40
dev,15,48.8788025199,228.211951813,0
dev,15.2,48.8788025199,228.211951813,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
