dev,0,140.0,140.0,0
dev,0.2,140.0,140.0,40
dev,1,129.850947528,83.3367112969,0
dev,1.2,129.850947528,83.3367112969,40
dev,2,147.481221324,114.166532448,0
dev,2.2,147.481221324,114.166532448,40
dev,3,78.8546516464,101.693845985,0
dev,3.2,78.8546516464,101.693845985,40
dev,4,37.9991541801,114.348881932,0
dev,4.2,37.9991541801,114.348881932,40
dev,5,110.824301455,135.891593431,0
dev,5.2,110.824301455,135.891593431,40
dev,6,162.055396378,133.290348007,0
dev,6.2,162.055396378,133.290348007,40
dev,7,143.25849123,159.116068831,0
dev,7.2,143.25849123,159.116068831,40
dev,8,180.0438667,129.570616199,0
dev,8.2,180.0438667,129.570616199,40
dev,9,209.730382084,85.4114865715,0
dev,9.2,209.730382084,85.4114865715,40
dev,10,99.8398706933,146.05794013,0
dev,10.2,99.8398706933,146.05794013,40
dev,11,35.4263882031,88.3971530651,0
dev,11.2,35.4263882031,88.3971530651,40
dev,12,72.7441868288,134.811629356,0
dev,12.2,72.7441868288,134.811629356,40
dev,13,105.340542393,108.967683256,0
dev,13.2,105.340542393,108.967683256,40
dev,14,110.113439468,50.9031536985,0
dev,14.2,110.113439468,50.9031536985,40
dev,15,77.717115353,95.6383327731,0
dev,15.2,77.717115353,95.6383327731,40
link,0,0,0.2
link,1,1,1.2
link,2,2,2.2
link,3,3,3.2
link,4,4,4.2
link,5,5,5.2
link,6,6,6.2
link,7,7,7.2
link,8,8,8.2
link,9,9,9.2
link,10,10,10.2
link,11,11,11.2
link,12,12,12.2
link,13,13,13.2
link,14,14,14.2
link,15,15,15.2
