Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.5, 0.1, 139947.48, 0.122293091341, 212353.805589, 18103.1266701, 214347.907518, 213533.535815, 204185.927739, 239638.083043, 16836.8118709, 16170.7867348, 242798.356296, 204967.357218, 216227.767244, 213355.034794, 13318.2399026, 213320.855483, 1.99715018137
0.5, 0.1, 137152.05, 0.996248734405, 186344.362081, 45579.2994402, 184351.855732, 186198.674827, 213075.273005, 233790.478531, 48138.3188209, 43056.2750143, 238268.547527, 210006.380678, 188656.465499, 186881.866158, 45960.3369397, 184122.700122, 0.908133325554
0.5, 0.1, 141190.74, 0.100540990367, 233896.912195, 29.6971560649, 219906.381103, 235202.277641, 195092.525509, 246260.230956, 204.468926309, 87.4436053868, 246679.446761, 194659.645104, 235724.044821, 218242.799212, 81.4569271568, 232984.356728, 0
0.5, 0.1, 141551.74, 5.12206259424, 235602.008329, 24.1696046829, 225826.279675, 231409.530719, 196348.817914, 246758.430929, 22.9815256613, 65.2626752086, 245633.339303, 197222.011493, 233062.996198, 221591.804086, 1.34027801661, 231251.64137, 2.1413583088
0.5, 0.1, 140513.83, 196805.506744, 3454.99389072, 237539.989571, 0.74435932315, 13.9274289823, 252285.506625, 184850.385194, 239891.075378, 247832.828528, 182395.074312, 251704.619385, 1542.64213404, 0.234350648249, 246526.88623, 27.7493913594, 203349.18931
0.5, 0.1, 137171.75, 0, 190282.353731, 36786.4467007, 191028.427336, 190167.807525, 211933.41877, 239725.816715, 39435.3864307, 39710.5404311, 237179.485954, 211832.221369, 190540.679981, 189554.369001, 38871.8115349, 187699.216641, 0
0.5, 0.1, 140502.85, 11.9385850753, 230856.853377, 220.173160419, 220512.163478, 230094.245617, 198977.779483, 247367.038189, 509.303475717, 231.54155952, 246329.283768, 195808.187154, 227975.275487, 222030.070284, 337.359788187, 226368.283803, 416.046094148
0.5, 0.1, 138070.55, 193599.244492, 37601.4725295, 196736.541087, 3.2644275488, 37485.6063499, 236397.68999, 209297.506438, 192800.161605, 194241.166273, 209200.215207, 236646.033193, 38672.8578623, 2.95564894837, 194755.754318, 36897.1862118, 194791.146988
0.5, 0.1, 135920.76, 173195.267158, 61319.2405262, 171177.130368, 0.103892598951, 61447.8120345, 229139.352751, 215173.033725, 174811.765573, 172952.472562, 216834.609641, 228653.996971, 63880.469675, 0, 174100.459586, 60956.1901148, 171090.237689
0.5, 0.1, 137666.67, 194824.270753, 37791.7130184, 194464.633791, 15.9643898847, 35021.4840312, 238065.667243, 209076.310452, 197538.456963, 195079.681531, 209522.907049, 234327.504425, 33769.8596895, 0.302835213496, 194387.846938, 36180.3834372, 192599.670953
0.5, 0.1, 137467.88, 153353.262111, 25535.339137, 214325.243763, 26446.9335691, 29704.8384595, 244646.344253, 191198.382327, 214504.412982, 207029.777265, 193045.592024, 245703.152111, 25281.0917232, 30549.3741231, 205468.393803, 29886.0335605, 162807.904117
0.5, 0.1, 137536.32, 209642.382827, 14126.4192397, 211946.576861, 0.346127123189, 20064.8650941, 244164.975691, 201361.401431, 211878.231861, 199688.787021, 205476.581623, 238513.419527, 15575.2268516, 1.0493616232, 197898.531734, 24717.2067528, 205525.087153
0.5, 0.1, 132734.72, 141185.589934, 94777.060218, 142634.253761, 3.81017028651, 95227.6489614, 221548.010531, 222975.84779, 141612.095104, 140360.909392, 223644.311697, 221517.161798, 99297.6698427, 0.153054370785, 140206.767763, 100332.106233, 138432.133905
0.5, 0.1, 134759.14, 0.947625015273, 167905.888431, 69850.4386359, 168257.880971, 167857.178491, 216137.50666, 227030.715081, 69884.3893503, 58724.3581362, 229429.535296, 217216.964693, 166899.8826, 167538.26848, 61043.5411675, 168367.581052, 1.22918579929
0.5, 0.1, 136126.48, 2.00954625616, 172196.840174, 63839.2393746, 173199.913656, 173501.20455, 216565.057284, 229027.377265, 60991.844764, 62085.7982953, 229173.666282, 215373.109165, 172459.383815, 173547.64411, 64831.7141605, 171227.834483, 1.08391086853
0.5, 0.1, 137968.37, 38351.2074601, 198571.523495, 38274.6105056, 147757.10166, 200470.258702, 202907.484074, 240702.015283, 39914.9499215, 39418.5863882, 238792.983708, 202498.141007, 192336.973485, 152005.324439, 39541.1361419, 195767.160339, 40184.4751992
0.5, 0.1, 140362.0, 0.157170556345, 233618.964601, 205.954379188, 212801.474837, 232518.039435, 195229.204636, 245939.389857, 127.103859971, 155.247291623, 245622.157336, 194267.833152, 233534.514715, 214282.743904, 331.940527477, 237156.443538, 0.771573890533
0.5, 0.1, 140790.8, 0.116181181481, 235398.84902, 548.066008372, 212289.011381, 239573.481556, 192575.432053, 250780.917993, 16.255415143, 453.312420869, 246958.675305, 192342.353389, 236256.841863, 208789.858066, 0.409034513922, 236666.32678, 2.867836499
0.5, 0.1, 132539.49, 52136.927104, 95320.7952979, 139437.870171, 94931.2003048, 95064.1109587, 229013.671988, 214609.786408, 140028.534264, 139634.136091, 215130.483512, 232113.947811, 95502.8768071, 96853.3620793, 136589.54467, 93473.6141189, 50790.9191228
0.5, 0.1, 141441.12, 226057.690799, 4.19867916106, 229751.320387, 0.159839417186, 1278.23118703, 246099.671985, 200744.394635, 230977.209655, 227375.953109, 202201.129196, 246938.839802, 1175.35556959, 3.38882128567, 226913.293508, 0.10047980686, 223537.000253
0.5, 0.1, 135712.32, 57658.2744968, 179366.951044, 57334.3151175, 109892.056116, 184439.526462, 199665.658365, 240069.925719, 57299.0755548, 57550.1378373, 240762.636343, 198248.33701, 187349.041438, 105224.826858, 55206.1237516, 184206.405184, 57123.7626491
0.5, 0.1, 131595.02, 21582.9873091, 110003.663563, 129357.538507, 108544.081906, 109773.493415, 230787.172554, 214923.630897, 127324.352571, 127936.489496, 211524.000981, 230123.15826, 110031.519023, 108611.060275, 127140.105134, 107948.080494, 29908.9852536
0.5, 0.1, 133403.45, 65950.9855595, 91110.3433834, 141066.218277, 92345.3096399, 90443.2638273, 229205.146379, 214918.725611, 140769.307651, 142348.563156, 219210.079223, 233209.341361, 90159.6048463, 92297.9925508, 138626.961214, 93048.3677474, 59744.9955762
0.5, 0.1, 138195.89, 162683.357705, 32330.4011469, 200894.152424, 32182.7032687, 31733.8042859, 240605.260703, 202492.952748, 199501.555639, 198941.988747, 204786.063735, 239746.190404, 32751.0998329, 31610.9587048, 200282.350838, 32923.2249128, 167668.19361
0.5, 0.1, 137615.69, 192615.904533, 38405.2237452, 192252.500157, 0.347435560908, 41176.4078402, 235896.849618, 207016.7076, 192069.217354, 191138.860374, 211702.70838, 234959.126373, 39843.4124566, 1.13409307441, 193190.826237, 38564.5223039, 193017.351467
0.5, 0.1, 132487.95, 111786.266959, 125263.215001, 111319.415173, 23701.7265674, 126747.764302, 215660.854495, 231164.689099, 110171.522162, 111933.656887, 230433.315024, 212735.948267, 132544.143516, 22950.3858315, 110499.598506, 131312.225575, 111582.426549
0.5, 0.1, 130823.4, 129927.873038, 104511.797685, 131598.840026, 0.214492101685, 100571.272415, 222651.859822, 228794.269277, 130384.620811, 129980.448039, 223793.052956, 221197.866318, 102644.222856, 0, 131107.723277, 105126.626933, 130883.674533
0.5, 0.1, 133531.34, 0.297922004844, 141482.246882, 95008.59209, 143953.583288, 144588.902651, 222870.679028, 223806.791666, 92581.6533581, 95512.4439766, 223985.642497, 227043.486451, 141964.700471, 143185.101701, 95599.8847695, 144917.433703, 0
