Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.8, 0.3, 277619.51, 0.386319641983, 395409.354033, 132764.207033, 400114.079648, 400755.454554, 357079.289591, 396673.602985, 134289.029349, 132199.475932, 402034.152107, 355661.879594, 403084.581483, 397114.802884, 134281.219357, 400450.267689, 0.331423951558
0.8, 0.3, 276303.41, 388413.79048, 135302.345975, 406616.017844, 47.1234779886, 143167.602468, 397659.952017, 355080.359472, 395306.997414, 386486.765211, 359820.039347, 396883.836165, 132161.851465, 2.83832822474, 391892.223249, 142032.446726, 389980.317125
0.8, 0.3, 278173.39, 401542.057215, 132122.267891, 398120.802989, 9.34746505239, 138673.784022, 401274.24852, 356356.487916, 400139.600347, 397241.42638, 357688.359595, 400733.116766, 133623.669955, 1.92219103188, 399408.728286, 132019.520771, 401818.929258
0.8, 0.3, 277645.61, 401304.003762, 134431.996111, 397992.493414, 0.146932493744, 130977.037661, 401359.102463, 356762.530347, 397028.674211, 399368.371765, 358405.820848, 400926.072598, 133971.278688, 4.14218949435, 398554.719822, 132252.442405, 398990.948348
0.8, 0.3, 277458.9, 400863.886402, 134894.022224, 401303.654365, 0.643861026626, 130839.705112, 398369.26472, 354591.417239, 401627.011966, 401377.469021, 359361.556638, 400176.508007, 134581.333625, 1.32030379671, 395969.336772, 131435.522435, 393949.691904
0.8, 0.3, 278933.14, 401281.352573, 131858.109255, 400673.457098, 0.360293280895, 133232.822772, 400669.702397, 357777.121299, 402704.593048, 398791.240284, 360942.054209, 399535.674507, 132544.886162, 0, 402546.829678, 137356.760706, 403015.278893
0.8, 0.3, 278004.93, 6.51933758753, 400106.554964, 132730.140484, 398674.529155, 400295.58298, 357766.128792, 397554.777051, 135557.454915, 134357.484509, 400459.215006, 361451.696137, 400088.889672, 402685.901922, 128672.811491, 397669.669944, 1.57416421808
0.8, 0.3, 277711.75, 0.39040700733, 399772.214654, 136767.897275, 401106.274987, 398574.645722, 355057.256784, 400786.061405, 130827.609655, 133844.954089, 399912.979245, 357206.89537, 399078.577252, 398148.064444, 132812.418671, 399490.883856, 0.929374504442
0.8, 0.3, 278091.27, 4.09732581098, 396089.127221, 134264.082219, 398803.183309, 397658.430247, 360630.534612, 401577.718654, 133590.182282, 138996.051303, 402058.033958, 355956.112002, 402470.032895, 399840.147237, 127917.4811, 399605.155573, 0
0.8, 0.3, 277043.1, 5.5680373821, 399607.434767, 132009.522758, 390024.013124, 400521.287674, 357364.015459, 399517.153622, 139071.685206, 132183.329352, 402794.998752, 357227.436034, 394628.165259, 396522.705734, 134584.789215, 396600.762013, 26.8090658798
