Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.5, 0.01, 104250.84, 22873.8415705, 106667.269221, 109990.659675, 21333.0807526, 104343.682224, 180083.964219, 178528.620941, 107120.16467, 110403.904097, 182112.262375, 181182.869582, 108706.560856, 18334.4698962, 110278.975891, 105752.332272, 20300.8253249
0.5, 0.01, 104423.61, 21089.9643778, 108542.31519, 109162.493046, 24489.891366, 109183.543797, 180797.941355, 183526.39679, 106236.022184, 105846.42941, 179057.092524, 180933.342711, 108907.938779, 20823.0524457, 105956.045695, 106610.346166, 19614.9433556
0.5, 0.01, 104688.65, 20416.1431956, 109028.16358, 106416.917717, 22099.4489953, 106020.701379, 181821.872094, 182528.421377, 107517.705414, 105137.792368, 180944.936846, 180503.255107, 108639.991472, 25577.5314576, 108056.386931, 108641.153867, 21667.9777243
0.5, 0.01, 103811.47, 19285.8054507, 105300.518795, 109500.277832, 20799.0467569, 106979.675916, 183092.797709, 183177.134526, 105647.023751, 105319.04661, 179665.898719, 182999.587948, 106626.801075, 18964.7330648, 106014.087977, 107693.931519, 19917.07696
0.5, 0.01, 103970.39, 18762.7521302, 107832.916966, 106143.178613, 20745.4978971, 106848.320398, 181798.348121, 180133.601825, 107474.708307, 109678.005724, 182010.276003, 180332.140955, 108506.647487, 19755.5705036, 107571.156852, 107589.436112, 18343.705818
0.5, 0.01, 104056.62, 19893.6290664, 104320.220467, 104832.271307, 21841.5313112, 109041.948448, 181749.519064, 180166.895873, 105434.981058, 110154.705122, 184586.791614, 180566.556377, 105776.398496, 20874.7730262, 107248.851733, 107723.146337, 20693.6582644
0.5, 0.01, 103905.87, 18394.0851509, 107128.734861, 106077.123446, 19502.2265236, 107834.508106, 182256.773893, 183754.462017, 109583.077523, 105299.500697, 182448.954521, 178232.307152, 108013.699592, 20323.5627903, 105889.843499, 108138.673755, 19616.3418328
0.5, 0.01, 103897.83, 20843.6744794, 105625.46891, 106960.770085, 20160.3895671, 104912.8516, 180450.300547, 181028.745229, 106838.046739, 106809.337212, 181733.525808, 181621.555929, 109724.7468, 20069.4433339, 106766.255426, 107877.796033, 20942.4027373
0.5, 0.01, 103838.01, 20108.5387154, 107796.073156, 105802.493223, 23731.4309277, 104511.830815, 179493.736696, 182063.804008, 106393.359098, 108838.406585, 179141.053307, 180794.870193, 108784.112291, 18370.1973436, 109374.590124, 106929.377989, 19274.3082948
0.5, 0.01, 104580.67, 21936.5451379, 105588.736616, 108762.763977, 21042.2425407, 104485.761855, 183023.228921, 180422.310801, 109937.428539, 110182.018539, 180189.332909, 181713.452441, 108296.409679, 21948.6684801, 106813.378221, 108622.45982, 20326.0515575
