Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.7, 0.03, 214181.51, 121291.371968, 212186.023206, 210532.808194, 131493.136478, 217590.938338, 303451.896481, 303948.536215, 210850.23618, 207814.037131, 309569.520508, 303933.401741, 215895.256583, 132228.714128, 210169.406983, 220036.955517, 115911.964146
0.7, 0.03, 213071.69, 125434.311786, 211420.89818, 212639.813229, 121144.126547, 209637.881145, 304507.336436, 303481.684565, 212199.201058, 214555.802317, 306214.154111, 307642.222272, 210398.372071, 118917.178353, 214649.581848, 209318.051395, 126986.409292
0.7, 0.03, 213647.21, 128100.629461, 211025.823439, 214495.55248, 121941.004861, 210964.27596, 307292.758406, 304784.84164, 211532.851762, 210475.818393, 306779.206934, 307508.889703, 211164.646174, 120805.945775, 212662.342724, 215410.270582, 123410.500095
0.7, 0.03, 213587.16, 124289.314498, 213887.237736, 214793.996924, 121744.30405, 213802.685633, 304538.637851, 302810.155871, 212849.07195, 213503.89757, 303096.50354, 303362.96008, 210841.099009, 125105.161464, 213210.60232, 212960.519709, 126598.408431
0.7, 0.03, 212318.25, 136744.663135, 196076.417142, 218710.098568, 106151.105257, 196830.282536, 310430.179826, 298570.162633, 222212.808505, 224070.925879, 303331.901367, 313891.04782, 199813.220602, 107084.234931, 224117.662516, 202232.007315, 136825.338014
0.7, 0.03, 213271.75, 124145.415431, 213357.976181, 214508.052935, 121752.018625, 210901.550427, 304526.776807, 310478.52429, 218493.055352, 211894.753558, 301035.351507, 304458.428431, 206762.901896, 120197.941794, 215626.935862, 208562.614381, 125645.71816
0.7, 0.03, 212461.51, 127015.404051, 209616.044088, 214526.423731, 119886.038961, 209104.621416, 304396.297157, 302889.180155, 209951.612819, 213187.606084, 304527.274653, 304591.206876, 209083.648086, 120338.673285, 212087.867873, 210689.017212, 127493.174474
0.7, 0.03, 213247.25, 126891.881148, 207000.736327, 218640.86877, 117102.16028, 210169.265587, 306458.179542, 302037.076756, 211923.351015, 215176.792478, 306667.499084, 307270.191554, 212201.81107, 117539.756028, 216287.169066, 211868.445147, 124720.825906
0.7, 0.03, 213260.0, 123949.986144, 212268.887269, 212802.871567, 125773.101469, 212605.96743, 305229.394466, 304564.984501, 213062.023636, 212946.628937, 304420.071023, 304582.400968, 208351.948659, 124851.682929, 210521.844701, 212232.683452, 123995.524867
0.7, 0.03, 212311.18, 126900.621377, 207020.21077, 220041.863989, 113623.921631, 206357.032987, 306541.613198, 305009.383953, 217472.621884, 215925.82975, 301376.19883, 305001.710336, 204440.822367, 114335.733561, 215949.5113, 205982.863094, 130998.994813
0.7, 0.03, 212778.05, 120437.749136, 209991.115016, 208678.604254, 124491.16152, 212621.332858, 309839.113961, 306138.418949, 208706.929145, 214618.243608, 305119.052992, 302618.657995, 211677.81196, 118377.517943, 212959.437765, 207986.876064, 130186.706855
0.7, 0.03, 213436.12, 133842.084602, 203201.185507, 222954.919075, 111523.71242, 204351.785401, 306365.974163, 299376.099948, 219656.037588, 219846.43729, 304383.423954, 310827.318907, 204394.55672, 113076.442981, 216660.894878, 207489.691583, 137027.346149
0.7, 0.03, 213226.45, 123982.924389, 213453.853766, 208231.442721, 124365.891995, 211922.833654, 306401.865385, 307792.323584, 213335.982761, 211259.011412, 308776.125691, 306498.837214, 210084.230365, 122108.817971, 208880.458793, 210972.876517, 123555.72365
0.7, 0.03, 212337.81, 135854.375027, 201632.292212, 219714.570616, 112065.726942, 202398.015318, 308265.878036, 299373.182476, 216188.934146, 217362.219541, 299743.983543, 309322.652769, 202617.675679, 111378.698852, 219338.000452, 208836.741103, 133312.008099
0.7, 0.03, 213077.64, 124925.20065, 214025.852205, 212436.710418, 119253.946763, 210367.577859, 304400.281022, 302741.097883, 212576.620643, 214676.383343, 303091.720323, 304657.414434, 210163.29766, 123844.193608, 211530.301886, 209839.460769, 130712.112694
0.7, 0.03, 211860.3, 118191.020109, 211020.061789, 208984.565818, 128970.891116, 212591.476034, 300400.762802, 306875.744413, 207229.195968, 206647.44248, 305205.315265, 305025.250446, 214389.017103, 126769.77665, 204621.042931, 215200.36149, 117642.864066
0.7, 0.03, 213114.11, 124445.748542, 211085.548693, 215818.390578, 122373.953778, 212444.852503, 307698.856, 306100.440413, 213621.455207, 209260.668941, 309470.519434, 308036.829431, 208970.48573, 120181.686686, 208206.398324, 210706.798881, 121403.13203
0.7, 0.03, 212742.54, 122891.160868, 216977.667816, 211658.719896, 121216.106049, 210224.204913, 305562.564517, 308004.827883, 212627.500579, 209474.06424, 304500.845054, 302119.841077, 213055.573077, 123746.527421, 209356.157043, 212454.389128, 120010.478028
0.7, 0.03, 213424.56, 124187.93065, 216696.442637, 212505.847243, 122787.852802, 213668.760055, 306072.636474, 301951.867444, 211696.307639, 209944.204734, 304684.074898, 305028.997176, 211393.294983, 124904.929053, 213244.18756, 213822.402775, 122203.222704
0.7, 0.03, 212958.75, 112605.693254, 218094.364921, 204474.037281, 130181.349373, 218309.464161, 304200.873422, 308329.066247, 207513.202488, 202838.651582, 309633.601516, 302257.830402, 218152.737748, 131043.775971, 206501.543017, 216112.070394, 117091.810232
0.7, 0.03, 212674.06, 126376.107732, 209720.020578, 213400.424091, 118562.514787, 214621.566527, 306730.879491, 307132.378574, 210651.893614, 211065.964022, 304670.752844, 303974.451239, 208888.394573, 120631.953063, 212481.146761, 209168.972596, 124707.55722
0.7, 0.03, 212642.77, 119415.601437, 211441.154768, 208063.546933, 127731.590382, 213180.924709, 306655.731099, 309560.530062, 207709.430703, 208032.693783, 308229.153774, 302994.847141, 215413.08015, 126743.126619, 209491.651511, 214176.19081, 113445.096478
0.7, 0.03, 212755.82, 115110.304068, 218852.429684, 210989.891565, 128785.015434, 212534.682475, 304347.172609, 305587.73034, 208230.692264, 207297.994135, 311174.907111, 298459.496493, 213429.136338, 128760.680434, 212180.761422, 212460.501951, 115891.737225
0.7, 0.03, 214534.73, 128188.111346, 205425.614955, 219756.275658, 119348.613707, 208019.02282, 311320.380905, 303247.05231, 219090.457887, 216043.31039, 305989.863445, 305893.046877, 210123.059091, 114550.558358, 219897.458182, 212957.827081, 132704.977805
0.7, 0.03, 211866.23, 126142.423384, 208327.893678, 210674.140347, 118551.930368, 205209.470907, 305687.921517, 307959.517046, 214420.892592, 210218.183782, 302572.88687, 305645.002299, 210868.850976, 120239.665911, 211372.533566, 207142.304058, 124826.121574
0.7, 0.03, 212063.93, 115345.428244, 216060.692322, 203465.519884, 130190.814283, 217531.993889, 307248.188929, 305311.86308, 202185.887412, 203393.285753, 307309.487333, 302552.393119, 213243.669132, 129820.932643, 204963.985146, 217420.462114, 116978.244358
0.7, 0.03, 213000.84, 128270.274281, 207157.609217, 213983.969016, 120879.010031, 210983.511071, 304586.669384, 302165.639357, 213677.196044, 213162.6136, 304943.014151, 309311.87645, 210279.882741, 116452.469796, 217728.518269, 209234.830003, 125196.398089
0.7, 0.03, 212236.9, 122508.587446, 211364.237117, 205896.576494, 126237.605357, 211744.295711, 303941.497959, 305770.540036, 211128.578358, 210918.292515, 306239.92554, 303027.427472, 212337.616492, 126019.824797, 208824.428132, 211806.104753, 118024.834309
0.7, 0.03, 213252.53, 119128.304932, 213517.012776, 207452.091313, 125641.159398, 213301.030715, 303513.485013, 306521.665563, 208746.197465, 210839.961398, 309717.887191, 307828.915873, 214354.303939, 129504.038082, 209456.816721, 211101.490814, 121416.099229
0.7, 0.03, 212508.69, 122596.262122, 213646.681671, 212556.124786, 124989.536707, 211244.075546, 305016.311223, 302011.116056, 209767.239683, 209420.697661, 307542.535424, 302956.055303, 210361.095463, 126700.50873, 205985.650412, 214877.511494, 120467.604393
