Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.8, 0.01, 253909.64, 164859.91426, 256053.808345, 254416.74223, 172417.203616, 257948.973933, 334985.047299, 334966.738294, 255641.040974, 255067.953187, 336400.241253, 332537.588142, 255638.362543, 173045.366075, 256063.647863, 257641.677009, 164869.901626
0.8, 0.01, 253004.91, 165742.840413, 258040.100418, 256031.952313, 165185.207153, 258809.102781, 331447.010244, 331628.585856, 256234.133045, 256431.146323, 335183.222856, 328120.023918, 256545.695734, 166634.134775, 254815.949388, 261067.684337, 166161.846819
0.8, 0.01, 253542.26, 169386.498403, 258252.895467, 259172.530208, 169832.803907, 260208.813669, 330064.859572, 331399.667382, 253640.881924, 256588.96609, 331365.810262, 327788.992061, 255888.006958, 170096.637393, 255544.862025, 259287.384263, 168156.626534
0.8, 0.01, 253371.68, 166213.463022, 259301.70358, 256706.006557, 168234.742706, 260200.442177, 330008.968884, 329667.508883, 256128.097991, 255258.233246, 330103.929274, 335827.659007, 260825.657556, 167255.608974, 252883.497663, 258401.960365, 166929.478112
0.8, 0.01, 253461.41, 168052.75283, 254775.969498, 257712.898628, 169061.751824, 254453.878204, 333484.417489, 329472.633946, 258806.176609, 257111.753737, 330692.108718, 330621.639524, 258378.039777, 166321.54227, 257203.35144, 259017.137381, 170216.501588
0.8, 0.01, 253208.63, 168694.720453, 257287.880298, 261268.970358, 165375.266928, 258952.968316, 333208.680511, 333667.666957, 255172.093134, 257084.712399, 330804.803825, 330005.334129, 255637.670388, 166885.343051, 254138.041108, 259209.600038, 163944.287413
0.8, 0.01, 253489.34, 165647.821839, 257605.1415, 259847.938277, 165345.859289, 258130.028151, 330386.067486, 333639.308948, 255267.576886, 259688.536901, 330970.455149, 330449.727915, 256050.738322, 167728.693665, 255561.18868, 262515.703604, 166994.581156
0.8, 0.01, 253064.75, 167119.709478, 255398.443569, 257776.253768, 165195.562351, 256951.903598, 334456.572131, 332261.53265, 259489.215025, 257716.623982, 330591.721364, 326542.927863, 257519.480637, 171568.732243, 257186.40473, 253634.030503, 165626.836194
0.8, 0.01, 253041.22, 168052.744435, 261294.428864, 255914.453448, 168944.128562, 259156.234877, 329570.548034, 329451.917014, 255903.980649, 254379.13129, 329265.951539, 331087.617394, 256442.639596, 168290.338613, 253823.838909, 259530.69023, 167550.797208
0.8, 0.01, 254478.9, 170977.833484, 260918.359297, 261327.91546, 168848.271661, 258633.914746, 327257.605533, 331749.520603, 261973.993884, 257421.174089, 330009.274058, 329955.014336, 260841.526873, 167660.501365, 256622.10322, 257367.86057, 170097.552083
0.8, 0.01, 252778.44, 164103.295203, 255441.841212, 257520.863212, 165713.561365, 259307.944438, 331289.584582, 333540.023968, 260968.231066, 252894.491527, 327511.905188, 334511.564109, 254577.64637, 166093.229015, 259806.569826, 254420.125633, 166754.137938
