Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.9, 0.01, 302935.46, 215341.509128, 302381.243932, 309198.619567, 218965.374035, 306659.52405, 383451.655866, 381246.468164, 310368.387019, 305652.925999, 381997.933353, 382943.886288, 307467.410495, 213834.588356, 306073.855561, 303875.794187, 217508.156143
0.9, 0.01, 303633.67, 216929.123632, 310180.636301, 308469.065855, 213917.850641, 303371.318203, 387686.990719, 378395.171719, 307744.450334, 307803.343769, 380185.185728, 384900.024775, 305230.4481, 217836.372358, 310308.933144, 306892.836784, 218287.020957
0.9, 0.01, 303402.44, 218428.355543, 307116.104701, 308120.933523, 219355.566327, 305920.273594, 382698.581769, 379772.435709, 303907.445591, 302872.430576, 383245.591828, 384576.768184, 305712.986334, 218115.1145, 312022.957074, 304793.000036, 217780.494869
0.9, 0.01, 303226.9, 217690.120667, 307997.756842, 305379.050007, 218741.409956, 307850.625665, 382104.37596, 382901.706969, 311127.810914, 310063.072062, 383275.887034, 380391.025348, 305205.841949, 211713.122961, 305413.334283, 302841.158264, 218934.156347
0.9, 0.01, 302888.87, 215174.531518, 307586.089227, 310065.379625, 213740.536506, 304450.059127, 380440.305727, 378897.905816, 305038.875361, 308969.497182, 386322.835554, 378505.86312, 308382.920257, 215771.330504, 305407.983372, 305945.19875, 221522.5954
0.9, 0.01, 303865.9, 217889.093748, 302443.747864, 310446.7767, 222151.532143, 306257.497059, 380915.424373, 384372.435563, 307254.578536, 305459.232576, 382567.686414, 383305.068867, 303135.448949, 219337.152859, 306778.942372, 309292.0667, 220247.648591
0.9, 0.01, 302814.18, 217212.175383, 312897.942922, 300828.250709, 218087.292368, 306052.983726, 381423.63459, 383998.917336, 306115.862725, 305992.506584, 382068.685088, 380458.998443, 306319.082133, 212908.261378, 310617.032813, 303495.970147, 216549.223684
0.9, 0.01, 302982.79, 218482.096838, 308514.703486, 306531.559981, 218304.60614, 306468.123238, 380020.668798, 380417.607482, 303609.018046, 307510.216859, 382862.007099, 381960.724944, 305604.45482, 219801.819099, 304216.067263, 307179.006096, 216242.036014
0.9, 0.01, 303126.17, 213055.749331, 308644.492021, 307167.343066, 216296.517307, 301943.204304, 383108.768704, 383322.809353, 304505.844474, 310738.281662, 377500.406884, 384411.529363, 308916.947536, 216815.121807, 309055.409914, 310169.210685, 214367.042858
0.9, 0.01, 302906.76, 222866.41739, 304431.151216, 305747.175755, 216467.443426, 306341.329393, 381978.542631, 380984.877857, 306103.711979, 305229.613804, 382569.568837, 385284.790965, 305937.039804, 209546.659763, 306486.341175, 308902.044353, 217631.520283
