Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.4, 3.0, 125256.09, 0, 200190.124982, 199331.614987, 0.310438499522, 200317.111248, 199566.711203, 3.19856562496, 200198.173976, 0, 199797.383707, 202010.707523, 199881.487258, 201263.880426, 14.5475220871, 201522.04891, 0.0763330344938
0.4, 3.0, 133284.23, 198963.90035, 0, 200437.233101, 199799.184988, 0.0814007946372, 202162.770903, 201091.738423, 1.51213083266, 199258.394641, 199549.090864, 131490.314724, 199375.080637, 201588.876972, 0, 198829.284234, 0.143009311612
0.4, 3.0, 128229.09, 0, 200626.400702, 201082.318679, 0, 200485.394525, 199138.807216, 121812.294303, 200575.24362, 200102.051463, 123946.622646, 200731.786339, 0.489145475749, 0.0950440619113, 201662.989874, 1.53704739383, 201499.372093
0.4, 3.0, 120276.99, 0.431755299483, 201938.869829, 1.89728010664, 200246.065741, 202175.337545, 158148.952981, 200845.833826, 3.84628963344, 0.680262739383, 200852.749157, 158196.376949, 201294.244899, 199807.740546, 0.335510597257, 200918.137361, 0.388898585485
0.4, 3.0, 133480.45, 200419.860327, 199577.574394, 1.38178116742, 200256.773028, 0, 201091.163224, 200825.720466, 0.238516839143, 199188.649061, 202354.147826, 128805.513589, 200834.430376, 202349.993748, 0, 199980.88939, 0.819723954102
0.4, 3.0, 125595.14, 0.521806584983, 201967.505979, 201279.262037, 0, 199935.858989, 6.02683771654, 199707.338874, 198571.212315, 201654.118768, 204035.108085, 5.02280374031, 201844.511405, 0, 199312.772188, 201202.984787, 0
0.4, 3.0, 120294.21, 0.0872834037473, 201390.897701, 0.161255507515, 201633.451622, 201475.091222, 158149.418633, 200007.602656, 0, 0.0848800684643, 201193.558942, 159057.791179, 200310.02846, 199828.745514, 0.306872872954, 201660.19986, 0
0.4, 3.0, 131561.0, 0.0697964026401, 199522.223397, 201872.745041, 0.914624821322, 201676.347411, 199628.225775, 92786.4906761, 203178.358792, 0, 202609.861362, 201320.376098, 0, 200897.906152, 0, 200064.683512, 201417.842725
0.4, 3.0, 125856.88, 204948.537385, 2.4503730271, 199988.483843, 0.655333499319, 0.105037413062, 202030.433274, 199870.754134, 200293.583663, 201221.279224, 199766.671143, 6.50783375241, 203599.859119, 0, 202039.360931, 199941.035119, 0.321762992932
0.4, 3.0, 129853.28, 201079.55699, 6.77849490144, 200821.536642, 0.28512085262, 0.100195942058, 203024.249035, 64239.24702, 201133.396795, 200429.318389, 201643.891666, 200902.472114, 201853.703173, 201947.667827, 2.44533656954, 200567.768704, 0
0.4, 3.0, 120256.74, 203122.774332, 0.0941832213013, 199047.310991, 0, 0, 201559.339555, 159704.710987, 201903.915947, 200229.715237, 158658.030848, 199746.18086, 1.60467422693, 0.229447273293, 200283.763377, 0.867712314677, 199849.2505
0.4, 3.0, 125292.89, 0.0737743115096, 201173.931253, 200739.0275, 0, 198819.708421, 0.0980265570593, 201246.617714, 201738.786869, 199286.475389, 201082.110242, 199741.304525, 0, 0, 200293.583199, 0, 200564.47988
