Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.6, 0.01, 154407.22, 69968.2291342, 158541.242805, 159088.479558, 68231.6817826, 157553.934407, 231323.513548, 232640.41413, 156702.033388, 160546.630282, 232564.100242, 233777.632925, 156859.865249, 67535.5160148, 156481.019612, 158184.390201, 70516.9011721
0.6, 0.01, 153496.89, 68054.4211319, 154332.914368, 156614.596865, 69893.8683267, 157520.081312, 232120.471144, 233338.849461, 156997.963211, 156391.640933, 229301.677789, 230896.471013, 158816.819215, 67827.0473504, 157476.75252, 157192.18936, 69174.4925404
0.6, 0.01, 153261.15, 70496.4523375, 156842.831443, 157730.17304, 68697.0248184, 154473.241166, 231488.25323, 229343.602183, 161868.094099, 156210.88596, 231573.090555, 230841.168035, 155333.859069, 66888.0347651, 157276.523015, 156563.37765, 66551.8217668
0.6, 0.01, 153719.97, 68940.870104, 157337.178637, 157519.317669, 67944.9209284, 156040.298934, 231755.058222, 231757.382642, 154018.470887, 158118.863365, 233848.324762, 232072.160181, 157155.773688, 66837.1833343, 159000.874005, 157151.597135, 70021.1936717
0.6, 0.01, 153866.56, 67656.1973105, 154728.349188, 158755.658512, 66290.0730568, 156688.717015, 230364.423801, 233880.881523, 157546.2367, 158042.148147, 232885.739675, 230836.768053, 158881.631171, 70320.0824297, 156976.762512, 162675.567961, 65335.6783655
0.6, 0.01, 153432.69, 69503.4551759, 157353.161577, 158807.842206, 65548.0401123, 158467.093346, 231767.743892, 231626.603139, 157232.152794, 156424.427398, 227121.036742, 231064.870005, 157641.14682, 70971.9711127, 154688.120174, 158149.334582, 68556.1175657
0.6, 0.01, 153579.83, 63935.6109516, 157807.704313, 157284.470518, 70217.306584, 157615.20751, 235075.174688, 233052.1834, 154618.574091, 158156.950394, 230276.759569, 232374.523952, 159937.630813, 71042.7284876, 153579.405104, 159072.093338, 63230.9494082
0.6, 0.01, 153054.96, 67957.2945685, 153898.412972, 157248.004578, 65434.2134621, 157521.141723, 232105.593217, 230081.810881, 160323.033078, 155638.030021, 229000.35399, 231846.539926, 155660.052195, 67590.05921, 157308.982526, 158180.448812, 69085.336288
0.6, 0.01, 153635.23, 69267.9223171, 158482.956639, 156075.300261, 67902.3826856, 158040.710526, 234751.627359, 231638.405314, 152902.950773, 154842.991575, 231548.140451, 232124.106953, 156254.447421, 69211.9657675, 155244.806426, 158257.908232, 71617.0535914
0.6, 0.01, 153632.08, 75108.9744044, 156484.16895, 154058.496883, 68586.6289722, 156084.112812, 231170.315064, 234840.610882, 157214.81738, 156819.484193, 229187.910242, 230071.488843, 156925.087934, 68743.2620806, 155617.519552, 158363.4047, 68836.9487018
