Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.8, 0.03, 262291.12, 172497.507369, 258803.523317, 264719.550081, 167407.772614, 261739.501508, 359111.663912, 351454.191684, 264530.104804, 258584.42169, 354886.157434, 355042.311361, 263872.064661, 170746.287126, 259522.15726, 259465.133035, 174275.536092
0.8, 0.03, 263353.54, 171974.696777, 265564.377671, 261560.825928, 171032.240693, 261351.59884, 355851.849463, 352760.966189, 260811.307142, 262648.47487, 355436.462689, 354853.514183, 264712.966017, 172334.511275, 264659.390017, 262127.230235, 175976.202892
0.8, 0.03, 262306.81, 176162.494922, 262325.988514, 260986.737316, 177479.78187, 261509.255491, 355373.337997, 352960.07387, 258014.207621, 261019.160768, 349543.56852, 353060.449437, 261843.930141, 169118.359906, 261505.589907, 262271.27931, 173734.763676
0.8, 0.03, 262834.16, 170376.742242, 264914.443772, 262895.326492, 176184.783255, 265721.227227, 351790.462235, 355780.653018, 260542.911723, 261211.784314, 357106.515748, 356100.247447, 261324.525207, 171815.954569, 262022.080069, 258318.186857, 169240.71164
0.8, 0.03, 263643.61, 168643.588831, 264578.327131, 255972.60647, 178531.193777, 264831.290792, 355474.906638, 355344.01711, 258991.004253, 260176.442994, 359919.654751, 355142.251392, 266402.078449, 182142.186144, 256666.364664, 267824.620945, 167657.178533
0.8, 0.03, 262814.03, 175943.737127, 259291.477322, 267128.211015, 168621.41838, 261497.635487, 354303.374535, 357638.382569, 261648.048001, 265985.915839, 352564.738412, 354613.977618, 259073.082158, 168615.197552, 262858.783146, 262968.765248, 172271.765623
0.8, 0.03, 262349.05, 170718.282354, 261391.387934, 260641.543582, 173954.397855, 260679.123812, 354993.588979, 355004.972905, 264695.779233, 261380.013431, 354445.00782, 356175.448269, 260645.570972, 172695.14506, 257899.995279, 261453.719853, 170810.855463
0.8, 0.03, 262282.31, 170171.605545, 265085.814129, 257569.761499, 177076.011842, 263768.301931, 353184.520419, 355025.734502, 256346.870647, 261770.597183, 356665.8038, 352004.13756, 263712.24424, 174873.403319, 259208.730477, 262619.986634, 167433.505763
0.8, 0.03, 261698.39, 187298.901089, 250353.707674, 272056.978232, 158553.800195, 248824.795358, 356220.928012, 351944.435411, 267703.931484, 267893.960869, 349779.218598, 358443.556159, 253139.636226, 158458.720623, 268176.129784, 250094.78196, 188230.781811
0.8, 0.03, 263093.41, 168336.165007, 262294.16715, 261375.018926, 182660.344945, 266857.789127, 353287.786, 355265.423426, 256091.746895, 258150.895, 359433.276879, 349076.094035, 267815.613069, 176394.562262, 258076.094836, 266733.960331, 167645.701934
0.8, 0.03, 263776.67, 165227.844305, 267110.070075, 256893.256289, 181314.779546, 270815.949863, 353421.897522, 360426.324348, 257611.412504, 252095.574199, 359811.137948, 352894.518276, 267655.527457, 183357.447743, 256496.903052, 272007.119756, 163286.948554
0.8, 0.03, 263181.91, 172641.243233, 263345.337556, 259240.183572, 174189.423643, 260542.456911, 357808.668124, 355475.000937, 259640.852346, 259783.070712, 357264.528043, 357644.054748, 260880.156517, 173403.331772, 263917.279584, 263709.246796, 171425.79823
0.8, 0.03, 263050.01, 172071.27325, 265838.427539, 263877.307716, 174889.567369, 259379.083697, 357230.442539, 356863.986455, 257598.540793, 259765.645983, 356513.56289, 353400.675931, 260763.504258, 174249.290419, 262400.46923, 265835.207082, 168123.245694
0.8, 0.03, 262248.32, 164952.800984, 262756.014244, 257623.04237, 180184.584859, 265903.098232, 354249.885145, 356211.826359, 257971.535394, 258247.642953, 357371.384533, 350433.886842, 264461.713841, 177035.042431, 257375.665385, 263117.004625, 168078.03068
0.8, 0.03, 262655.36, 174574.974997, 262057.111148, 266059.005199, 163396.761988, 256610.458075, 358546.109579, 355282.344182, 268056.281845, 265156.933379, 354782.916371, 353835.628009, 255349.80282, 165874.911169, 263750.970278, 260448.497753, 178702.987091
0.8, 0.03, 262717.65, 174692.195227, 261524.41396, 261557.523406, 174728.160261, 260575.961044, 353440.507583, 352993.16744, 262475.531739, 260384.874349, 356814.746094, 354479.191516, 259173.69504, 174072.063697, 260537.130048, 262342.72147, 173690.560779
