Rho, Beta, QMean, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12, q13, q14, q15, q16
0.7, 3.0, 234892.97, 0, 350462.677703, 353587.216579, 0, 351612.363028, 353489.522696, 122877.883591, 351426.29878, 350573.046906, 118256.420735, 353453.681491, 349973.92386, 0, 349569.291542, 353001.19311, 3.95985986415
0.7, 3.0, 237107.25, 0, 351638.419261, 0, 352248.548131, 354869.632867, 351469.437918, 351316.374985, 350190.336051, 350178.882125, 211693.924024, 351680.551834, 3.11187366335, 3.56193096179, 351021.078254, 67843.5780823, 349558.513856
0.7, 3.0, 235046.66, 0, 354168.043877, 84251.862225, 349531.324353, 355675.911385, 311020.188349, 351733.265777, 82828.44616, 83109.9822912, 348408.315429, 307796.709069, 349713.017044, 346785.163456, 86459.1530447, 349218.106694, 47.0149623861
0.7, 3.0, 235060.28, 351114.060028, 0.00759648807353, 352434.437175, 0, 1.52161679439, 351198.729136, 350161.852727, 350047.969678, 354772.448511, 351988.48526, 244376.924739, 349803.470232, 351648.36015, 0, 353415.138971, 1.08664499902
0.7, 3.0, 225316.41, 0.665066886821, 354804.538331, 348907.655682, 0, 349969.274301, 93693.0348976, 354963.903679, 349247.812703, 351254.881491, 349589.460544, 348288.609966, 0.937310139197, 0.126883650773, 348798.402559, 0.0254807013491, 355543.238748
0.7, 3.0, 236347.07, 350321.978554, 66683.6359321, 352027.302238, 1.85078112696, 0.441824681664, 349908.756003, 210896.679067, 349293.954836, 350932.325361, 352381.331541, 348523.577037, 349687.52544, 350669.324768, 0, 350224.404828, 0
0.7, 3.0, 234315.47, 0.239372666709, 351333.956899, 2.21228429618, 351183.444191, 351426.519049, 351203.822724, 350420.07808, 0.310216203599, 352413.239955, 239191.946571, 354547.998882, 347610.371628, 0, 351219.378495, 3.07008546166, 348490.952078
0.7, 3.0, 242543.9, 0, 350625.301146, 349424.956601, 0.168621419301, 351766.743411, 269685.729814, 352344.404959, 352344.631827, 92944.3323464, 348263.908989, 270376.11337, 351355.74611, 352533.049866, 90100.3637679, 348936.676566, 0.24685849831
0.7, 3.0, 263446.7, 353439.158103, 348744.809407, 102.221780488, 351557.531471, 0, 350041.607217, 345363.202185, 352157.703663, 351997.904429, 348654.983331, 351892.49236, 2.34671020266, 354232.881494, 0, 354054.851165, 352905.461618
0.7, 3.0, 233848.91, 350119.464122, 82494.0295395, 352007.051686, 0.969405930114, 84003.2280688, 352337.620962, 309085.10063, 351028.392312, 347620.821031, 307989.906531, 346202.268043, 81540.0805863, 9.52445943266, 346293.754993, 81075.1293339, 349775.264094
0.7, 3.0, 236481.9, 350864.379292, 347207.316048, 0, 352370.215817, 10.463886813, 354796.479368, 349707.719197, 0, 347575.925429, 278972.642112, 347587.072631, 349843.183061, 0.141266112889, 353504.750181, 0, 351270.169496
0.7, 3.0, 234043.59, 348800.152347, 9.34781458376, 353029.867676, 0.544062474977, 20.5872915855, 350696.102665, 349762.97578, 350955.492593, 348330.038665, 350008.134878, 241639.975657, 352426.135317, 349325.180034, 4.41401600069, 349688.505406, 0
0.7, 3.0, 224393.29, 0.731630537846, 352007.599057, 0, 350135.136327, 349613.825135, 348697.790747, 349527.136078, 0.743354086555, 349500.754495, 87738.0270948, 350803.665278, 351713.84091, 0.18690045281, 349986.436013, 350565.69828, 0.993077129377
0.7, 3.0, 234793.58, 352766.127699, 81776.5965695, 347798.424493, 28.6502114079, 83639.4241309, 352677.501726, 306393.532365, 348417.383668, 349000.698366, 306958.698863, 353042.96603, 84742.9213052, 0.163035290211, 353498.40118, 84057.6496874, 351898.209457
0.7, 3.0, 234750.18, 0.423176232371, 349315.370207, 88546.1559559, 349169.711987, 348312.408397, 307998.21202, 351305.779238, 84926.8341741, 84171.7801324, 347161.46709, 304244.169025, 350366.398565, 350463.438969, 87337.7216614, 352672.180029, 10.7809630753
0.7, 3.0, 236627.69, 31.5866558203, 350801.156324, 349925.545365, 0, 350033.663503, 214449.308036, 348822.660779, 352102.802166, 67718.7345239, 352325.727593, 349516.507349, 0, 350329.993736, 1.17849974512, 352804.619759, 347179.505011
0.7, 3.0, 234786.78, 0.269041415764, 350778.79868, 352648.552984, 0.249965440349, 353335.699159, 245829.374387, 351382.363557, 348511.256373, 16.560338285, 354141.512377, 349774.205792, 0.596914614899, 350970.896842, 347625.565083, 0, 351572.527623
0.7, 3.0, 235157.83, 0.222055077282, 352303.596239, 84403.0981408, 352671.884668, 348532.779359, 309488.939634, 353640.689041, 84365.9062592, 82777.4253437, 352024.682887, 308965.641375, 351413.111862, 348671.953672, 82226.0188313, 351039.336206, 0
0.7, 3.0, 237137.32, 352687.932834, 5.32423924209, 348618.405235, 348247.244502, 72825.3327419, 347788.331766, 350666.710313, 0, 350981.758866, 215955.23289, 351796.07035, 352486.20217, 0.274617606016, 348942.689054, 353195.606549, 0
0.7, 3.0, 243294.66, 349867.414369, 94496.2962403, 348473.049365, 2.02005875271, 93862.7888753, 353997.4249, 269943.02498, 347820.192528, 352866.323466, 273717.079196, 352254.033327, 354799.539758, 0.292622364467, 352370.682803, 348241.915228, 2.42201406114
0.7, 3.0, 224286.97, 352373.897702, 3.77140180879, 349921.256882, 0, 3.60793676296, 348410.362943, 350793.0151, 348238.830817, 347603.797615, 352965.489983, 91789.7149731, 349045.806979, 0.845323085172, 347566.841501, 349872.985385, 1.23226897931
0.7, 3.0, 243078.32, 351517.089585, 97877.9202656, 350970.010313, 1.07098251199, 93214.6423894, 353363.205624, 271552.130891, 348970.331125, 351857.918113, 269249.753136, 352488.032675, 346981.328602, 3.45718961711, 349876.258924, 351329.909276, 0
0.7, 3.0, 239712.64, 352183.618725, 84.7389898616, 349011.408356, 17.4256855662, 351540.823194, 349731.81149, 281194.660955, 350918.173926, 0, 350991.774289, 350198.323097, 45843.4017132, 353191.642306, 350474.584773, 0.804247061396, 350019.076365
0.7, 3.0, 225194.13, 347264.702119, 14.7329111903, 349980.740342, 6.81820429659, 5.92823166835, 353310.281026, 353065.801843, 352067.479204, 350554.978804, 351424.526671, 90098.1414117, 353462.055512, 2.46881528209, 350272.473956, 351574.726064, 0.17257680018
0.7, 3.0, 235644.99, 348983.227284, 84907.868639, 349610.004426, 0.1211067244, 86769.8566527, 352493.659566, 311449.31039, 351336.035551, 353278.070802, 309404.396723, 352317.018125, 84936.8891768, 28.5499424943, 349524.570966, 81222.0497375, 354058.189195
0.7, 3.0, 234107.69, 0.277737465286, 349371.089413, 350890.574681, 0, 347278.998248, 350158.36441, 123351.648134, 347983.839627, 350738.115165, 121003.464152, 350614.055225, 350968.960852, 0.152055281797, 353489.679841, 349873.886022, 0
0.7, 3.0, 234674.0, 0, 350535.258927, 350955.246403, 0, 348913.54253, 244569.55584, 354000.187396, 349041.297459, 25.7261172992, 351082.714889, 350297.232488, 1.64373520773, 350863.245366, 351494.040484, 261.795017294, 352742.579488
